Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
-7,-21,5,16,14,6,18,-128
-1,5,2,-34,2,-5,-16,-128
-5,0,-6,-105,-28,-16,-14,-128
-9,-4,2,110,15,0,2,-128
-2,2,-1,-2,1,11,14,-128
12,-5,-15,-16,-9,-1,4,-128
7,-2,1,17,-1,-3,-8,-128
-6,2,4,-6,-8,-9,-1,-128
-16,0,-4,-35,-25,-12,-49,-128
5,6,1,10,13,9,23,-128
2,0,-1,-7,16,-3,-17,-128
8,6,-1,4,9,11,63,-128
-34,1,-12,-59,-14,-11,-25,-128
-15,-40,13,112,30,8,8,-128
11,9,5,-20,8,7,2,-128
7,18,-8,61,5,2,10,-128
1,-9,-6,-39,-7,1,9,-128
-11,-5,-7,-12,-13,-15,-31,-128
7,2,15,-83,-11,0,-42,-128
0,2,-7,109,10,-1,80,-128
11,8,-5,-21,-7,-2,11,-128
-19,-1,1,-17,2,1,6,-128
-6,7,3,2,8,4,1,-128
-8,-8,-9,-16,-16,-4,21,-128
1,-1,-1,-35,-5,8,21,-128
8,-1,0,42,24,1,-51,-128
12,6,2,3,5,0,16,-128
11,-2,3,-21,-3,1,50,-128
-2,4,-2,25,-17,0,23,-128
4,1,5,-13,1,-5,-4,-128
-1,-16,-7,24,29,2,2,-128
-5,8,-8,-16,-11,-8,-4,-128
-5,-1,6,-13,-7,1,-16,-128
1,5,-8,-97,-12,6,-4,-128
-5,-4,15,113,7,-4,-3,-128
-3,3,-7,-42,5,-1,-20,-128
7,12,-2,-75,-23,-10,1,-128
-8,4,2,127,30,9,-47,-128
-3,-14,2,7,10,2,-28,-128
-1,-6,0,-41,-3,-6,0,-128
-9,-8,1,70,-7,2,12,-128
10,3,-4,14,9,-5,9,-128
-4,-14,8,-39,-4,1,9,-128
-9,2,-23,-60,-8,5,-3,-128
-9,-10,0,-24,-10,-2,25,-128
8,2,-6,-31,-13,15,3,-128
5,-2,-4,-2,11,4,9,-128
-2,-8,-14,8,-11,2,38,-128
-5,11,0,-22,-11,-12,-79,-128
-1,-1,18,-36,0,-4,9,-128
-13,-26,-20,16,16,-1,21,-128
8,7,-1,-14,-24,-4,-11,-128
3,7,-2,-66,-1,-1,-1,-128
11,6,2,122,18,4,5,-128
-4,0,3,21,-5,-6,1,-128
-18,-14,3,-40,-10,-7,-14,-128
-18,-3,-10,-21,-21,-11,-22,-128
2,-3,-15,-14,-11,-5,27,-128
-2,0,11,38,9,-1,-10,-128
0,8,-8,37,18,6,-4,-128
8,-4,4,8,0,4,-5,-128
18,-13,3,3,1,10,-5,-128
-16,0,-10,-15,-13,-10,33,-128
-15,3,-3,0,-15,-7,21,-128
0,0,-2,-10,-1,2,1,-128
4,-7,-4,5,1,1,4,-128
-4,-2,1,0,-1,3,3,-128
-8,2,-3,-4,-5,-1,-20,-128
-3,16,1,-64,-15,-3,0,-128
-10,-17,-5,-27,-12,-1,0,-128
5,-13,12,127,40,5,-13,-128
-3,7,-6,24,-5,-17,-23,-128
