Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
0,4,3,23,-21,-5,-6,-128
1,2,-7,-16,-3,-6,7,-128
1,-1,-7,0,5,4,4,-128
6,2,18,8,0,4,7,-128
3,-3,2,2,-4,-1,1,-128
-13,0,-8,3,9,5,-13,-128
-10,1,31,23,18,0,-1,-128
0,-1,-7,0,-2,-8,-7,-128
-3,-6,-24,-24,-16,-8,-6,-128
0,-3,-14,-31,-19,-8,1,-128
3,3,11,22,-12,-8,-2,-128
0,4,6,26,0,-7,4,-128
0,-7,-36,-6,8,10,-6,-128
-1,3,23,24,22,19,16,-128
-2,-2,-6,-19,-24,-14,-26,-128
5,-2,-8,-4,-9,0,20,-128
8,0,-7,37,7,7,21,-128
1,-1,-8,1,25,8,0,-128
-2,-3,-22,-17,35,5,-4,-128
1,-1,18,-8,-10,-1,0,-128
-3,-2,14,21,-15,-6,-1,-128
-6,-3,-22,-15,-21,-10,-2,-128
13,-1,-15,-40,-7,9,15,-128
4,1,37,48,-13,-8,-2,-128
2,-4,3,-14,-5,-8,4,-128
0,-1,-14,-25,-7,7,4,-128
2,-5,5,17,12,5,8,-128
0,-2,4,7,-1,-4,2,-128
-4,-2,-24,-18,-1,-3,-16,-128
-1,1,22,45,8,-6,-3,-128
-3,-8,-4,41,33,8,8,-128
0,-3,14,7,13,11,16,-128
4,-1,11,8,-8,-1,-6,-128
-13,3,0,-7,-6,3,-20,-128
-5,0,-6,-5,-7,-14,-17,-128
-2,-5,-5,-9,-10,-4,-6,-128
1,-2,-7,-13,-14,-1,-8,-128
5,1,3,-3,1,-5,6,-128
1,-3,-16,-19,-4,2,8,-128
-3,-4,-12,-3,15,0,-1,-128
1,1,1,-2,5,4,5,-128
1,2,-4,5,7,5,3,-128
-4,1,-1,2,-3,-3,-13,-128
-6,-4,-10,-10,-5,-2,2,-128
1,-6,0,-11,-15,-16,-3,-128
-5,1,3,4,-1,-6,-7,-128
14,-3,-15,18,13,6,17,-128
-16,-7,5,-24,-10,-2,-27,-128
-17,-1,4,1,-8,-9,-14,-128
3,2,-15,-10,-4,0,-9,-128
-5,-7,17,4,-4,-1,0,-128
8,1,-13,-5,-8,-8,2,-128
-5,-5,-4,10,-4,-5,-11,-128
-1,1,1,9,1,-5,-10,-128
4,-3,-18,-18,-4,-1,-3,-128
9,0,-7,-6,-6,-1,-13,-128
-3,2,0,7,-4,-5,-14,-128
-18,0,9,3,-10,-10,27,-128
-1,-1,1,2,4,4,13,-128
3,-3,-27,-9,17,14,10,-128
2,-3,-3,-1,10,4,1,-128
-4,0,-5,-8,-11,-8,-5,-128
-1,-3,-8,-24,-11,-5,-6,-128
-4,-3,-21,29,7,-2,-1,-128
-2,0,27,2,-3,-6,-3,-128
0,1,7,10,-2,-2,2,-128
12,-3,-35,-31,-6,1,11,-128
-5,-2,-15,-18,-7,-5,-8,-128
-11,-5,38,43,-4,-5,-8,-128
-2,1,-4,-6,-1,0,-2,-128
7,-2,-4,-14,-1,-1,5,-128
4,2,8,-8,1,3,2,-128
-5,-5,-28,-14,1,3,6,-128
8,0,10,-11,-7,-1,5,-128
0,1,10,20,-1,-2,11,-128
-12,-5,21,23,5,-4,-23,-128
-10,-2,-4,-13,-3,-4,-23,-128
-4,4,-12,-3,1,-1,9,-128
-4,0,-10,-4,2,0,-5,-128
2,-2,3,3,-2,-4,2,-128
-4,-2,1,-17,-7,-2,-2,-128
2,-1,-9,0,-5,-1,5,-128
5,-2,-46,-30,0,1,-9,-128
-11,1,64,53,4,-11,0,-128
5,-2,-12,5,-2,-1,11,-128
-3,3,-24,-3,1,0,5,-128
-12,-4,-6,-7,-4,-6,-34,-128
5,0,-10,-10,0,9,-34,-128
10,3,4,-8,-10,-7,18,-128
-7,-1,15,18,-7,-12,36,-128
-1,-3,-29,-26,-3,0,27,-128
-7,-1,24,20,-2,2,-19,-128
-4,-2,5,4,-4,-4,-26,-128
0,-3,-30,-21,4,3,-4,-128
-1,-3,25,3,-6,-4,0,-128
4,0,-8,0,-5,-4,0,-128
-3,0,2,10,2,-2,-8,-128
-3,-7,-23,-23,-2,5,5,-128
-1,-1,26,2,-2,-3,1,-128
3,-3,2,16,7,-1,-2,-128
-2,0,-15,-6,-2,-1,5,-128
-2,-5,10,14,0,0,2,-128
-2,-5,-20,-14,-4,-6,1,-128
1,0,-7,-13,-5,-6,-10,-128
-14,-7,12,-6,-5,-2,-15,-128
0,3,-6,-1,-4,2,-4,-128
-4,2,2,4,-2,-3,6,-128
-5,-1,2,8,-5,-4,-3,-128
3,2,-2,-6,-3,0,8,-128
16,-5,-14,-16,4,10,20,-128
-2,-6,2,1,-6,-7,-19,-128
-19,-4,20,-7,-8,-8,-1,-128
-4,7,26,9,-7,-2,-14,-128
2,-7,-8,-16,12,8,7,-128
0,-3,3,16,4,3,5,-128
3,0,-29,1,3,3,-20,-128
4,-3,-2,-17,-2,-2,2,-128
3,0,32,13,-8,2,50,-128
1,-2,-6,-9,-12,-28,-46,-128
-14,-2,-2,-13,-34,-19,-11,-128
-15,-11,-22,-14,-16,10,-12,-128
0,-3,-3,5,59,16,7,-128
3,-1,2,-10,18,2,3,-128
2,2,5,17,-4,-1,4,-128
4,1,8,-12,-32,-13,-3,-128
-1,-1,27,9,-1,-5,-8,-128
-10,0,-4,6,5,7,-1,-128
-2,3,9,-14,-30,-8,3,-128
0,-6,-10,-8,-22,-9,23,-128
-1,-2,-17,-9,11,-11,-2,-128
-2,4,0,15,25,24,0,-128
11,1,-25,-11,32,14,-3,-128
-4,1,24,17,17,-17,-11,-128
