Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
40,10,35,7,16,5,6,-128
7,-7,14,-20,2,6,9,-128
-9,19,4,-14,-8,-2,2,-128
-7,-15,-67,21,0,-8,-4,-128
-9,-4,-16,-9,-11,-4,-9,-128
-6,-18,52,8,1,1,-2,-128
9,-39,-60,25,7,6,9,-128
-11,56,68,-26,-2,-6,0,-128
-15,-6,-76,-8,-4,1,-1,-128
15,42,43,21,11,11,5,-128
-4,-19,32,-29,-33,-17,-10,-128
12,23,-31,9,2,2,2,-128
-26,-5,-34,-10,-6,-3,-1,-128
-6,4,58,-15,-10,-5,-2,-128
-1,8,6,-14,-10,-6,-5,-128
3,0,20,8,-4,0,2,-128
2,-19,-38,-20,-10,-2,-2,-128
3,5,-19,8,10,-6,-3,-128
-8,-6,78,35,-2,-5,-2,-128
-3,1,-40,-15,-14,-9,-7,-128
2,19,7,7,-8,-11,-20,-128
-6,-13,-4,4,-19,-9,-26,-128
-32,-9,39,-2,-3,-2,54,-128
-11,12,-6,1,16,10,5,-128
-4,-4,14,-3,0,0,-2,-128
6,-10,-13,3,4,0,-2,-128
-17,0,11,-5,-9,-7,-3,-128
-2,5,29,14,-1,4,0,-128
2,8,5,9,5,0,3,-128
4,4,5,18,6,3,-1,-128
-1,6,61,11,7,1,1,-128
-12,-19,-31,-25,-10,-5,-6,-128
5,-2,3,0,-6,0,0,-128
16,5,21,6,-1,0,0,-128
81,28,8,-7,-7,-6,1,-128
-52,-24,12,0,-4,-2,-2,-128
-8,-7,-15,-8,-3,-3,-4,-128
-36,-115,-29,-12,-2,-3,-5,-128
-21,23,46,3,3,4,1,-128
-29,0,-35,6,0,1,0,-128
-24,12,-13,-4,0,0,-2,-128
99,93,18,8,4,4,10,-128
21,50,78,21,9,6,6,-128
24,-4,-56,9,3,-3,0,-128
27,-46,-29,-36,-19,-15,-8,-128
-15,-12,-41,-17,-8,-3,-1,-128
0,11,8,9,7,5,3,-128
-6,-21,-15,-5,2,1,5,-128
-11,10,-112,-9,-5,1,3,-128
-43,-64,3,-24,-1,-6,-5,-128
64,34,-1,-2,-3,-3,-5,-128
33,26,42,20,8,7,8,-128
-49,-51,-16,1,-1,0,-3,-128
-29,17,54,5,-2,-7,-5,-128
-10,-22,-128,-16,-11,-5,-7,-128
43,42,22,4,3,1,-9,-128
-39,-38,7,-5,-4,0,-9,-128
-2,23,-4,4,-1,-3,0,-128
0,5,25,18,-4,-5,-4,-128
-8,-20,85,-8,-5,-11,-6,-128
-10,-56,-128,-61,-22,-9,-15,-128
12,13,7,48,5,3,-1,-128
16,-6,95,8,18,14,20,-128
-2,11,-77,-18,0,1,3,-128
-3,3,34,-9,-10,-10,-7,-128
11,36,76,12,9,2,2,-128
-15,-35,89,-11,-4,-9,-7,-128
-12,-61,-128,-13,-5,-2,-3,-128
1,-2,-18,-14,-1,5,-2,-128
3,9,5,21,7,6,-22,-128
10,7,22,17,5,-1,11,-128
-38,-11,-68,-40,-18,-9,-7,-128
16,24,46,-6,-5,-3,-5,-128
27,19,15,4,-3,-1,32,-128
27,29,30,14,-2,-5,-15,-128
-27,-43,-73,0,1,3,-2,-128
-12,-29,28,-10,-6,-4,-8,-128
-1,34,-78,2,-5,-6,-3,-128
15,-21,-128,-5,6,7,1,-128
-5,-6,51,-9,3,4,-4,-128
0,30,55,-30,-6,2,1,-128
7,-15,-93,10,-20,-18,-13,-128
0,12,53,-41,-16,-14,-8,-128
-36,-13,3,30,7,3,4,-128
-12,-18,4,-4,18,5,4,-128
-44,-26,3,-27,-5,8,3,-128
-8,-10,-3,-19,-19,-16,-11,-128
-9,9,7,44,-9,-21,-13,-128
10,9,-24,1,-8,1,-2,-128
33,31,13,-23,-1,2,6,-128
-5,-16,-4,-51,6,5,3,-128
7,-3,-14,-3,-17,1,1,-128
15,28,32,34,26,8,8,-128
-7,-19,-10,-24,16,-1,-2,-128
-35,8,-2,10,-9,-12,-14,-128
33,-6,-28,-12,-12,-9,-1,-128
-16,-9,62,-4,-3,6,6,-128
-15,14,-15,-4,6,11,7,-128
17,-8,-82,-17,-5,8,7,-128
-10,-32,36,2,-4,-2,1,-128
31,37,3,-4,-7,-3,1,-128
-29,-31,37,-1,-10,-17,-7,-128
-30,9,-11,-7,-6,-19,-20,-128
-2,-21,14,19,1,-5,-7,-128
6,-42,127,12,8,11,7,-128
25,30,-128,19,19,21,11,-128
-13,21,94,-6,-20,3,3,-128
-25,-67,-128,36,1,-31,-14,-128
-21,-32,11,-57,-21,-24,-21,-128
4,9,21,-9,-1,10,4,-128
0,0,34,37,10,-4,-7,-128
-10,17,37,-4,-3,1,4,-128
9,5,28,-4,-3,-2,0,-128
17,3,33,3,1,10,7,-128
-23,6,43,5,-3,-1,-12,-128
49,31,-40,-8,-7,-8,2,-128
-68,-28,-3,-14,-1,-2,-5,-128
17,7,-28,-4,-3,-8,-1,-128
-32,-65,78,7,1,0,18,-128
-13,17,-128,-16,-7,-4,-6,-128
39,90,-35,-18,-1,1,-1,-128
8,-19,11,11,2,-1,-3,-128
17,38,2,14,-9,-21,-13,-128
-57,-107,27,-5,-8,-8,-10,-128
-10,-1,-7,-3,1,-1,-1,-128
-7,19,-3,-4,0,1,1,-128
29,26,3,2,-6,-5,-1,-128
47,18,82,-1,4,1,4,-128
-8,-5,-126,-3,4,4,5,-128
-15,9,52,-1,-5,-6,-5,-128
-12,-3,-23,-14,-2,2,1,-128
-27,44,-23,-1,-4,2,0,-128
2,11,17,17,6,2,5,-128
58,-75,75,9,-1,-3,-7,-128
-33,-111,-128,-30,-11,-9,-8,-128
68,42,26,1,-1,1,3,-128
-32,-15,19,5,-2,-3,-5,-128
-22,10,-19,2,0,-2,2,-128
34,7,22,-15,-2,3,-2,-128
34,36,38,10,-4,-9,-1,-128
9,-6,-73,-4,7,7,10,-128
-16,-4,127,-3,-4,-7,-9,-128
-11,16,-128,18,5,3,-1,-128
-15,4,40,-20,-13,-10,-3,-128
-31,-38,29,3,-3,-3,-2,-128
-8,-23,-29,-2,-2,-3,-9,-128
-1,8,-2,9,-2,-3,-6,-128
32,58,22,6,9,10,20,-128
62,32,2,20,3,2,23,-128
-78,-75,8,-10,-11,-11,3,-128
-55,-12,10,-55,-10,-13,-72,-128
-7,12,-7,10,3,-5,-20,-128
0,12,-4,-3,-4,-2,4,-128
-4,10,5,17,-7,0,2,-128
18,-4,-10,29,7,7,25,-128
6,2,-17,-32,-3,1,8,-128
-8,39,7,-33,-4,-7,-13,-128
-4,2,19,63,5,-3,-15,-128
6,-4,35,32,6,2,9,-128
4,-7,-78,-36,-7,3,12,-128
2,3,-17,-40,-5,-5,9,-128
1,-4,11,12,0,0,5,-128
4,-4,-46,-18,4,4,1,-128
-4,-4,13,-19,-2,-3,1,-128
-19,-7,66,10,0,-5,-19,-128
-6,0,-28,8,-5,-5,-4,-128
5,-1,-13,17,3,2,-2,-128
-3,2,-15,-34,-6,-2,-1,-128
-4,0,17,-13,-10,-4,-1,-128
4,3,21,15,-1,4,3,-128
7,8,9,17,22,0,-16,-128
-3,-1,127,46,5,4,-4,-128
-19,-15,-87,-26,-19,4,36,-128
-33,0,-100,-22,-1,0,-4,-128
73,-8,-20,-9,2,-9,-12,-128
71,13,64,-1,-6,-34,-28,-128
18,13,53,14,5,16,-4,-128
-39,-11,-46,6,4,32,32,-128
34,-7,-48,-32,-20,-17,-2,-128
-36,-13,-33,-22,-2,3,-1,-128
48,4,-83,-1,-1,9,-79,-128
12,-15,38,-15,-15,-36,86,-128
9,-7,1,0,6,29,105,-128
-59,6,41,23,16,3,-19,-128
-17,6,18,12,0,-9,-17,-128
-37,-1,-6,-4,6,-4,-6,-128
-9,-1,-65,14,-12,-11,-3,-128
37,7,127,8,-4,22,12,-128
47,-15,-55,-42,-7,-9,-2,-128
-36,-15,19,12,-1,-16,-26,-128
3,28,127,28,7,-4,-7,-128
-28,-6,-128,4,-4,6,-7,-128
-13,-17,-14,-31,-8,-9,-13,-128
-18,-22,-34,-22,-9,-3,-6,-128
5,11,88,8,4,5,-5,-128
-14,7,57,12,10,0,-1,-128
