Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
16,17,9,12,8,4,2,-128
-1,2,26,-21,-6,-10,4,-128
-43,-21,-52,-7,-5,-16,-30,-128
26,20,-1,-4,-1,13,14,-128
-14,-21,19,10,4,9,-8,-128
-4,-13,32,10,-2,-10,-17,-128
-10,-4,-1,2,2,11,11,-128
-1,-12,17,-1,0,-6,-14,-128
10,1,0,3,-5,-8,-17,-128
-26,9,28,6,6,11,21,-128
6,0,-15,-11,0,4,-3,-128
14,-1,-12,-3,1,3,1,-128
-2,-11,-3,-6,-1,-1,-6,-128
-2,-8,1,-4,-4,-4,-7,-128
10,-10,-21,40,29,0,2,-128
3,-5,5,-49,3,-1,-4,-128
-5,1,-16,-7,-4,-5,-2,-128
-19,11,-1,-1,-7,-6,-8,-128
38,14,23,2,-1,-3,-2,-128
27,-14,-31,-7,-2,-4,7,-128
-27,-19,-2,-13,-5,0,-3,-128
-1,5,13,5,-2,0,-2,-128
-16,10,-29,4,4,6,-27,-128
-57,-7,2,0,-3,-3,19,-128
-10,2,-4,-9,0,-1,-1,-128
-14,-52,-9,-11,-2,1,-6,-128
-3,2,4,-2,-4,-1,-8,-128
-6,14,74,4,-4,-6,-13,-128
-5,20,-14,-11,0,5,12,-128
6,-14,-47,3,-4,-2,-14,-128
1,3,-21,-12,-1,-1,5,-128
-2,3,54,23,-7,-8,0,-128
0,10,23,16,2,-1,7,-128
-8,0,-5,-3,2,0,-1,-128
21,5,-19,-13,1,1,-1,-128
2,1,-39,-15,-4,-3,-6,-128
-6,-11,-5,-3,-6,-5,-6,-128
-3,5,11,1,0,-5,-8,-128
-9,-13,8,6,-11,-7,-10,-128
-1,0,-22,-4,17,6,2,-128
2,-7,12,16,6,5,-1,-128
-6,-2,42,14,-4,-5,-5,-128
0,-5,-7,-6,-4,2,0,-128
-1,-4,-14,-22,-3,6,5,-128
0,-8,-78,-28,-1,0,-4,-128
0,0,45,17,-3,0,0,-128
-3,2,5,-1,1,2,1,-128
-6,-4,-19,3,2,1,16,-128
3,14,21,-13,4,8,3,-128
5,9,19,-6,-2,-6,-39,-128
8,8,26,22,0,4,19,-128
-5,-9,28,6,3,3,8,-128
4,17,11,-5,1,10,26,-128
8,12,13,-2,-1,6,3,-128
2,-13,-36,1,-2,-3,-4,-128
-5,-5,77,16,8,-4,-6,-128
-4,-5,-43,0,-3,-1,-3,-128
2,-5,-7,-21,-11,-7,-5,-128
-1,16,-12,-6,0,4,1,-128
0,-4,18,-21,-1,-2,1,-128
-5,-1,12,-9,-11,-9,-7,-128
3,11,25,23,12,6,1,-128
-3,-1,117,39,5,-5,-2,-128
6,9,-62,-11,-5,3,3,-128
-1,6,-1,-21,-27,-6,-2,-128
-7,-7,-9,26,-2,-8,-1,-128
4,7,9,6,34,10,7,-128
5,-5,-7,-28,8,2,4,-128
-3,11,-5,0,3,-2,0,-128
-15,-4,8,16,-8,-8,-3,-128
-5,-9,-9,-8,-1,3,3,-128
-2,2,32,-8,-7,-8,-19,-128
11,-7,-11,1,-4,-3,0,-128
-6,-11,-51,-2,-12,-10,12,-128
-5,-1,22,1,5,1,-6,-128
-4,7,-4,2,5,2,-5,-128
-3,-18,-7,5,-4,-1,-6,-128
-3,11,4,-33,-6,0,12,-128
6,24,-10,9,-3,0,-2,-128
-9,-12,-8,5,4,2,1,-128
27,-5,-9,-12,0,-2,-4,-128
-11,-24,-27,-7,-8,-4,-7,-128
-8,-6,-2,-17,2,-1,-2,-128
1,-2,-13,12,5,4,0,-128
-6,-39,-27,-5,-6,-2,-6,-128
-10,26,-2,-6,-9,4,-1,-128
-5,10,4,-1,-1,-2,-4,-128
1,4,6,-6,-15,-1,1,-128
-2,2,1,-5,-16,-9,-7,-128
-8,-9,-59,-40,10,-8,-4,-128
3,15,21,-3,4,2,1,-128
-3,-8,60,16,8,0,-2,-128
0,-6,16,-24,3,6,5,-128
