Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
3,15,2,-57,-11,-2,7,-128
3,-13,-1,79,13,3,-14,-128
2,-2,-1,14,-2,-2,10,-128
12,-4,-5,-2,14,9,12,-128
8,-24,-3,-15,-4,-6,-3,-128
-8,-3,-2,1,5,1,48,-128
-19,16,1,-13,-7,-4,-15,-128
-1,23,1,-5,-12,-9,-51,-128
0,-1,-5,-8,-8,-8,-10,-128
1,10,-7,-24,3,-3,3,-128
-3,-5,-2,-10,1,1,-16,-128
9,15,5,8,16,16,20,-128
20,-20,5,37,2,-2,13,-128
5,-14,-8,-7,-13,-9,4,-128
-21,-13,2,-3,-3,-3,-11,-128
0,7,1,-35,0,-7,-11,-128
0,15,-13,-46,-17,-1,-6,-128
15,16,8,48,-4,-1,3,-128
5,10,1,7,1,0,-1,-128
14,8,7,-16,0,3,15,-128
3,2,-6,5,-4,1,36,-128
-37,-15,-11,-20,-6,-15,-65,-128
-20,4,-8,-23,-4,-8,-30,-128
-21,-45,-7,8,-8,6,50,-128
-35,-40,-9,-8,-9,-9,-19,-128
4,-5,0,-8,-7,-4,-10,-128
-6,42,4,3,5,5,8,-128
-18,-76,-6,-7,-9,-5,-11,-128
10,17,2,-13,-3,-6,-25,-128
11,0,-3,-61,-11,1,2,-128
-14,-21,-5,127,6,-6,-14,-128
9,-70,-10,18,25,8,-5,-128
-20,12,0,16,-7,-4,-9,-128
3,37,-2,-16,1,4,3,-128
11,-17,-1,-9,-9,3,9,-128
5,23,2,-58,-1,0,3,-128
-26,-46,-5,-54,-19,-15,-47,-128
-11,24,1,-2,-5,-3,-25,-128
1,-48,-4,18,7,5,4,-128
1,-59,-3,-11,0,2,7,-128
8,17,1,-20,-3,-8,2,-128
15,18,6,-52,-38,-4,2,-128
2,23,-4,92,50,16,-6,-128
-1,26,1,10,15,6,-8,-128
-9,4,-1,-35,-12,-1,4,-128
10,15,4,-45,-11,1,6,-128
11,-2,3,55,12,8,14,-128
2,22,14,109,19,-4,-11,-128
-5,-19,-10,19,10,-2,-7,-128
-30,-5,2,-32,-11,-5,2,-128
10,13,-2,-19,-6,0,74,-128
11,5,1,20,10,1,13,-128
18,27,6,1,-3,-5,-41,-128
-9,16,-2,-44,-7,-3,-8,-128
-12,32,-1,-7,-10,-2,7,-128
2,-35,-13,1,9,4,-2,-128
2,-94,-11,50,6,-1,-16,-128
25,65,0,15,11,2,11,-128
-24,-52,-2,-42,-10,-1,5,-128
-2,-6,6,7,-7,-4,-12,-128
-2,9,5,46,-5,0,-2,-128
3,37,-11,-60,-4,-1,6,-128
-4,-12,4,46,2,-10,-10,-128
0,16,-4,-25,0,7,3,-128
3,4,4,-8,-6,2,-39,-128
-4,13,-7,24,15,4,15,-128
10,-13,9,-15,-3,1,40,-128
-17,21,4,3,-6,-6,29,-128
5,-6,-7,37,1,-5,-20,-128
0,-15,-2,32,-1,-1,-42,-128
-13,2,-5,-7,-10,-7,-7,-128
11,35,2,-16,-5,3,-6,-128
14,17,4,-67,1,5,18,-128
-34,-37,-10,42,-8,-3,25,-128
4,-51,-4,12,1,-13,-27,-128
-34,-73,-6,0,3,-7,-12,-128
1,3,-1,13,-3,0,1,-128
18,26,3,-36,-10,-4,5,-128
6,14,-3,36,0,-2,-1,-128
13,9,0,0,4,12,8,-128
8,5,0,-38,2,6,8,-128
-19,29,-8,-53,-7,-2,2,-128
1,-3,2,40,6,-1,2,-128
-21,-64,-8,-16,-9,-10,-22,-128
-14,30,-2,-6,-9,-1,16,-128
-4,-30,-7,-13,0,-7,0,-128
15,-6,4,21,19,8,16,-128
1,11,11,-44,-15,-4,-26,-128
-7,25,0,59,8,10,-13,-128
11,38,1,26,4,5,33,-128
36,30,8,12,2,1,4,-128
-24,-36,-26,-57,-4,-5,-12,-128
-27,-110,-10,1,-11,-13,-30,-128
-1,6,5,-15,-7,-3,6,-128
1,23,0,-22,-6,-5,-26,-128
7,-4,-7,7,-1,-1,20,-128
4,18,-1,-19,-12,0,11,-128
9,1,1,-18,6,2,3,-128
3,4,2,127,25,3,2,-128
7,12,8,7,-3,1,-12,-128
-4,53,-9,-41,-8,-7,2,-128
8,-24,-4,-7,1,3,4,-128
-10,-25,0,-12,-4,-3,-2,-128
-6,21,5,7,-1,1,7,-128
-6,-5,-10,-48,-15,-6,-9,-128
14,-6,1,6,2,1,-6,-128
6,22,-1,55,2,-7,-13,-128
8,-15,-4,-24,-8,-11,-16,-128
-53,-66,-17,-18,-10,-9,14,-128
6,53,7,1,1,-2,0,-128
-2,-40,11,60,8,9,6,-128
11,9,-3,-18,18,12,4,-128
-9,12,1,39,-4,-8,-13,-128
12,37,-4,-37,2,0,27,-128
16,33,-2,-12,-6,-9,-21,-128
13,-17,0,-36,-5,-7,3,-128
-26,-7,-7,-54,-19,-3,1,-128
-17,-73,1,28,-7,-3,-7,-128
-12,-34,-12,1,-1,-5,-11,-128
10,11,8,49,9,3,13,-128
0,38,3,-15,2,6,18,-128
12,77,7,-13,-1,1,-37,-128
3,-43,-11,-17,-5,-1,-4,-128
-61,-56,-6,4,-12,-13,-25,-128
3,51,9,25,2,4,10,-128
5,-69,0,1,5,5,13,-128
0,-8,-12,-25,-12,-5,6,-128
11,31,-1,-37,9,6,8,-128
-12,-33,2,27,-3,-3,-19,-128
1,16,-1,5,-2,-4,-8,-128
13,20,1,-28,-6,2,51,-128
5,-28,-3,-30,-8,-1,-13,-128
-4,34,0,46,4,-4,-5,-128
-14,8,-2,-26,-10,-9,-4,-128
-12,-19,2,5,0,-1,-9,-128
5,6,2,-28,-3,-3,-1,-128
18,12,-6,30,12,2,4,-128
2,-4,2,20,1,-5,4,-128
0,-9,-4,-30,-1,2,-2,-128
-3,4,0,-44,-9,-1,-17,-128
6,29,4,72,12,2,-4,-128
-15,-55,-4,15,11,0,-6,-128
-1,11,-3,-16,-4,5,12,-128
8,44,-3,-8,-3,-4,16,-128
4,-2,1,-6,0,-1,-13,-128
-6,-49,4,-46,-13,5,-29,-128
-7,-57,-8,17,3,-10,3,-128
9,9,3,12,7,-6,14,-128
-10,23,-4,0,-8,-6,-4,-128
8,35,2,-7,3,3,0,-128
-6,-48,-12,-4,-2,0,-10,-128
0,25,3,15,4,5,-20,-128
-10,-14,-6,-30,-6,-1,4,-128
25,46,13,-18,-2,6,20,-128
31,81,2,-12,-14,-1,25,-128
-10,-7,-17,22,6,-20,-32,-128
-24,-78,-14,-11,-5,-7,-23,-128
-18,-16,-1,-1,-2,2,-3,-128
-3,39,4,4,-6,-4,-17,-128
-6,-23,1,-1,-5,2,3,-128
11,18,-3,-87,-11,-6,8,-128
14,-4,5,2,-9,1,8,-128
11,27,13,7,9,1,11,-128
5,-18,-1,125,25,4,7,-128
0,54,-2,16,1,1,-26,-128
-22,-92,-11,-27,-15,-10,-8,-128
-9,-14,2,-20,-11,-4,4,-128
-9,4,-7,-35,-9,1,-2,-128
10,3,1,-5,-4,3,25,-128
-1,13,-3,-15,-5,-3,-16,-128
3,11,0,-26,-3,3,-29,-128
-4,-15,2,-50,-11,1,-9,-128
26,7,3,124,35,8,60,-128
13,28,-7,-10,5,-7,-11,-128
-40,31,2,-15,-9,-8,-29,-128
-21,-128,-15,-14,-8,-1,-29,-128
-14,-27,-5,-4,-9,-4,-5,-128
-6,0,-14,-81,-7,-2,11,-128
13,-36,-9,-22,-3,5,-5,-128
3,16,-2,42,15,4,6,-128
3,7,1,-37,-2,3,2,-128
1,27,4,49,3,3,-1,-128
2,48,0,-54,-3,-1,-11,-128
-6,2,-4,13,2,-3,-9,-128
-17,-75,-7,29,3,-1,-10,-128
-11,-43,-10,-15,6,-4,-5,-128
-2,21,-3,57,2,-6,5,-128
-2,19,1,-13,1,-1,-3,-128
0,3,3,-31,-12,-3,22,-128
8,8,1,-21,-5,2,20,-128
20,9,4,-25,-1,1,-19,-128
8,14,-1,37,9,2,6,-128
-15,31,-1,6,-4,-8,-23,-128
-2,43,0,-17,-1,-4,1,-128
-11,-123,-9,-6,-3,-8,-9,-128
-4,49,-1,-19,-1,-2,13,-128
-13,-45,-5,11,0,-1,-9,-128
3,10,-2,2,4,-3,-2,-128
1,10,-3,-63,-17,-5,33,-128
8,24,7,42,-16,2,-11,-128
-1,15,-7,68,60,14,-26,-128
-6,1,4,-16,-1,-6,16,-128
21,-31,-4,-31,-13,-11,11,-128
-5,0,-11,-33,-13,-4,-4,-128
-21,-18,-7,49,-8,-2,-8,-128
-1,0,-2,-61,-8,-5,1,-128
-7,5,1,40,5,-1,-1,-128
8,14,5,-97,-10,2,7,-128
0,9,0,52,-7,-4,-31,-128
35,31,3,64,33,10,11,-128
-1,42,3,-13,-9,-7,27,-128
-46,-112,-11,-29,-15,-18,-26,-128
-33,-45,-11,-23,-5,-7,-18,-128
2,-9,2,-22,-8,-2,-6,-128
3,7,3,-2,8,11,34,-128
24,18,8,-57,-16,-2,-18,-128
9,19,4,70,10,4,-25,-128
-5,17,-11,-13,-2,-12,16,-128
-14,2,-1,-15,3,-9,-13,-128
16,-23,-6,-8,-6,-2,14,-128
12,25,4,0,0,5,1,-128
-3,-13,-2,-9,-6,2,-7,-128
1,-2,-2,-3,-3,0,2,-128
-6,-6,2,-3,-5,1,-2,-128
-6,49,3,-118,-26,-8,5,-128
-6,-32,-1,88,3,2,8,-128
19,42,1,70,27,2,-10,-128
-19,-13,0,-16,2,-1,-5,-128
-19,23,2,-26,-3,4,2,-128
-18,-45,-13,-31,-12,-7,-8,-128
-36,-102,-13,-25,-10,-8,-15,-128
14,9,5,-9,-4,0,1,-128
13,22,-1,-4,-4,2,6,-128
-5,15,2,-51,-8,-3,7,-128
30,32,18,-8,-32,14,15,-128
14,20,-5,127,92,21,47,-128
0,-2,-10,-20,-4,-19,-40,-128
-8,-56,-3,-38,-14,-15,-28,-128
-5,-23,-10,-18,-18,-10,-5,-128
-7,-36,-2,-16,-5,2,3,-128
