Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
1,9,12,-11,-11,-2,-34,-128
4,2,-4,2,-7,13,65,-128
-1,-7,25,27,1,-1,-2,-128
-4,1,4,-21,8,-1,-6,-128
1,-5,-12,-7,-2,-1,-5,-128
-4,-4,26,-6,-16,-11,-6,-128
2,7,-57,12,8,7,0,-128
-4,2,-48,0,6,-7,-5,-128
-2,-12,43,-7,-3,-6,-6,-128
2,4,26,-1,-9,-1,3,-128
-2,6,-7,-2,-3,0,2,-128
-2,5,12,2,1,-1,0,-128
0,-8,-59,-7,-25,-6,-3,-128
0,-5,84,-10,-38,-5,-6,-128
-3,-3,29,-31,-9,-8,-4,-128
2,-1,39,-10,-13,-3,4,-128
2,-7,-100,1,5,2,-3,-128
5,10,11,36,14,7,14,-128
-4,-12,-18,-18,-9,-9,-5,-128
-17,-19,3,-7,-9,-10,-45,-128
-7,9,-2,-3,0,0,13,-128
11,6,15,-16,0,-3,0,-128
-12,3,21,-6,2,-3,-1,-128
-9,-13,54,11,-5,-3,-8,-128
-5,-6,37,-9,1,-2,-6,-128
-2,8,14,5,-1,1,1,-128
1,1,-6,2,15,4,-8,-128
0,-4,-12,-4,-8,-5,-13,-128
0,-3,5,-2,-4,-13,-22,-128
6,2,3,-3,0,9,18,-128
-2,3,1,1,-5,-3,-24,-128
-4,-10,4,-1,0,-2,-6,-128
8,8,2,1,-2,-2,-13,-128
5,1,-5,-5,-5,-7,-2,-128
-16,-17,-10,-7,-2,-5,-15,-128
0,2,-20,-1,-1,-4,36,-128
-3,4,50,4,-1,-2,-14,-128
2,4,0,-5,0,4,-8,-128
2,-3,-34,3,-6,-6,-3,-128
-1,-14,2,-15,-5,-4,-3,-128
-8,19,-21,-11,-11,-6,-13,-128
2,15,39,6,10,2,4,-128
1,-9,-12,-11,7,3,-3,-128
-4,-17,-128,-40,-13,-2,0,-128
-4,3,56,40,6,0,8,-128
0,20,93,12,-6,-1,-9,-128
1,2,17,8,0,3,-2,-128
4,-1,-13,14,1,-3,-7,-128
-7,1,6,3,2,-1,-19,-128
-1,0,-15,-6,-8,1,30,-128
4,-6,4,-4,-5,-5,-30,-128
-2,4,-35,2,0,-6,-34,-128
-6,3,26,-6,0,-8,-8,-128
-5,-7,-17,-5,-2,-7,-19,-128
5,11,21,3,1,11,55,-128
-6,-2,-5,1,-4,-10,-17,-128
0,-1,-1,-1,1,-5,19,-128
1,-4,-3,-2,-1,-4,4,-128
-2,3,-4,2,-5,-13,-34,-128
8,-4,2,-7,-1,20,15,-128
-15,-6,-14,0,0,-1,62,-128
2,-1,25,2,-7,-9,-37,-128
-7,-6,-14,3,6,1,23,-128
9,-3,-54,-9,2,10,6,-128
0,-7,-18,-2,-1,-6,-23,-128
4,-3,7,4,-2,12,56,-128
-2,4,3,-13,-10,-8,-2,-128
-2,1,44,-11,-21,-8,-2,-128
1,-3,-39,13,39,9,5,-128
-4,-9,-94,2,7,0,-2,-128
1,13,51,-8,-10,-5,-2,-128
10,27,16,-8,-11,-9,1,-128
-18,-32,-18,9,-2,-4,-1,-128
-7,1,-1,1,-11,-6,-16,-128
3,2,57,-12,1,4,33,-128
-3,-11,-32,23,2,-1,4,-128
-1,32,-14,0,0,2,2,-128
-8,-24,-12,-33,-12,1,-8,-128
3,-7,2,1,0,3,-4,-128
-10,-7,-3,-12,-15,-3,-5,-128
4,3,22,2,-14,0,8,-128
2,-1,-29,55,33,6,4,-128
-2,-14,-4,-25,-7,-7,-3,-128
-6,9,-47,-32,-19,-8,-7,-128
2,24,59,20,8,-5,-3,-128
-6,-4,-62,-4,-1,-2,-7,-128
0,-5,4,-9,-8,-2,-7,-128
1,0,0,2,-8,-2,0,-128
3,-9,66,17,-13,0,1,-128
-1,8,30,-4,15,-1,-2,-128
0,10,-92,-16,16,4,1,-128
-4,-7,-79,-12,-5,-5,-2,-128
-11,-11,72,22,-2,-2,-1,-128
0,3,27,-13,-4,0,4,-128
0,-6,27,1,-2,3,2,-128
-2,-3,-11,3,-8,0,-5,-128
8,-5,-5,4,-1,-4,1,-128
-13,37,22,3,-1,-3,0,-128
-4,-42,71,-7,-2,-1,0,-128
-1,-9,-128,-23,-3,-4,-5,-128
-6,14,84,-7,-7,-9,-10,-128
-2,4,11,12,-14,-8,1,-128
1,4,18,-5,3,5,4,-128
1,0,4,16,28,5,1,-128
2,3,17,3,-8,-2,-6,-128
-1,-6,16,-12,-10,2,-2,-128
-7,-7,-32,-7,1,0,-5,-128
-2,11,-5,4,2,0,-1,-128
-1,-7,-11,-12,-5,0,-3,-128
-2,0,0,5,5,-2,12,-128
5,0,-3,0,-6,0,-6,-128
-1,5,-6,0,-7,-5,5,-128
1,3,-9,-5,-3,-4,5,-128
-2,-3,-2,-2,-4,-7,-22,-128
-4,1,0,1,-5,-6,-29,-128
7,-2,-3,-6,0,2,-12,-128
11,0,-9,-4,-2,34,34,-128
-17,-3,-1,-2,-4,-17,-9,-128
-8,-3,-1,5,1,-10,-52,-128
7,-4,-3,-5,-4,14,85,-128
4,-9,2,-5,1,-8,-41,-128
3,-2,0,-1,2,2,22,-128
-2,-2,-2,-1,-3,-8,9,-128
-3,6,-1,1,-4,-4,-9,-128
2,-6,-3,-5,-1,-3,1,-128
-20,-4,1,-8,0,-5,-9,-128
-1,2,-2,2,-1,0,0,-128
-1,-10,-45,2,-3,-6,-1,-128
-5,-6,34,0,-5,2,2,-128
1,0,-57,-15,1,0,-2,-128
4,14,54,10,2,0,4,-128
-6,-9,-56,-1,-3,1,2,-128
-3,8,-21,-8,-2,-3,1,-128
-6,0,21,1,-1,-1,-2,-128
-5,-8,-2,1,0,-7,-8,-128
1,-8,-1,-5,-4,-2,-1,-128
0,-6,-6,-12,-7,-1,-1,-128
-3,7,72,7,-7,-7,3,-128
0,17,8,3,0,5,0,-128
-1,3,15,9,3,-3,-5,-128
-4,-2,24,-7,-4,-4,-6,-128
-10,-15,1,-5,3,1,2,-128
0,13,18,-33,-10,-6,-4,-128
4,-13,-8,37,41,13,11,-128
0,2,-21,6,-5,1,-7,-128
-1,-10,105,0,-8,-2,-4,-128
1,-5,-109,0,-16,-6,-1,-128
-9,-21,-60,-8,-23,-11,-3,-128
1,-10,24,-20,14,1,4,-128
-1,17,37,46,34,5,3,-128
-2,3,-5,53,-4,3,1,-128
-5,-11,-45,-107,-4,0,0,-128
0,1,23,-17,-22,-8,-5,-128
-6,-11,-28,15,-13,-13,-8,-128
4,-7,32,10,14,1,3,-128
-3,5,9,6,-8,-5,3,-128
-1,3,-3,4,1,3,12,-128
-2,-11,-5,-5,-4,-8,-6,-128
-4,-8,1,-2,-3,-5,-7,-128
1,0,-4,-4,-6,-1,9,-128
-5,-13,7,6,17,2,-4,-128
-1,5,-2,0,-9,-10,-3,-128
0,19,5,4,-8,-4,-3,-128
-1,-10,22,20,2,-1,1,-128
-4,-12,-128,-27,-5,2,-1,-128
7,7,27,2,-4,0,3,-128
-2,5,8,-8,-5,-2,0,-128
-1,5,-4,-2,3,-4,-7,-128
2,-6,-4,-8,-6,-1,-2,-128
-4,-3,-2,3,2,1,1,-128
-4,-1,2,-6,-4,-5,-21,-128
-5,0,-1,-4,-2,-6,-6,-128
0,-2,-5,6,-5,0,22,-128
6,0,0,3,1,1,7,-128
-14,-2,0,0,-1,0,8,-128
0,-6,-6,-32,0,-5,-38,-128
2,-8,-9,1,-3,-7,-20,-128
-2,10,-13,7,0,0,-19,-128
2,1,-12,-1,-1,-3,-17,-128
-6,4,-3,-2,0,-7,29,-128
3,-8,-1,-4,1,9,-35,-128
