Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
-3,13,-22,-10,-17,-7,-6,-128
-7,-8,41,-6,-7,4,6,-128
-7,-7,-25,-8,-8,4,-1,-128
26,9,8,-17,-19,-6,-7,-128
3,-1,-17,-10,-11,-11,-6,-128
-6,-12,9,-1,-4,-7,-7,-128
-8,-9,5,14,-2,0,3,-128
-11,17,-21,-45,-15,-3,-7,-128
-1,-3,-17,-18,-11,-2,20,-128
-6,0,-13,-45,-65,-7,-12,-128
2,-1,16,127,127,41,20,-128
8,-3,49,3,-20,-14,0,-128
18,25,-19,-1,4,3,-2,-128
-5,7,23,-18,-27,-11,-14,-128
-1,-1,9,-20,-8,-1,7,-128
0,-2,26,12,12,7,7,-128
1,0,-87,-7,-10,1,1,-128
-2,-5,2,3,11,0,-8,-128
-11,-14,5,-2,-5,1,-2,-128
-3,14,-4,-33,-19,-7,13,-128
26,25,88,34,58,8,1,-128
-7,13,-62,4,-8,-10,-18,-128
-4,-42,-16,-75,-34,-11,-4,-128
20,-2,-7,63,18,3,-4,-128
-3,5,-1,-19,-71,-18,-8,-128
0,-4,2,5,79,21,2,-128
3,-15,17,53,39,10,8,-128
-6,10,8,-7,-16,-5,11,-128
7,2,-14,-25,-32,-16,-11,-128
4,10,-5,-7,-27,-4,-6,-128
12,45,-41,-15,-21,-7,0,-128
-11,-60,-29,-5,-25,-10,-6,-128
-7,2,30,-10,1,5,0,-128
-9,-7,-32,-22,-32,-7,-7,-128
-25,-4,34,-66,-53,-8,-13,-128
6,-7,-18,119,76,11,10,-128
21,16,37,-16,-22,-8,-7,-128
-5,-15,14,3,-1,-1,3,-128
4,-10,-3,-35,-27,-7,-4,-128
-1,26,-4,-28,-1,-10,-7,-128
-7,5,5,76,25,-2,-8,-128
9,-2,12,14,55,4,-12,-128
-6,-13,3,1,-12,1,8,-128
-8,0,-4,-37,-14,-1,-2,-128
-10,10,-41,-32,-35,-7,-4,-128
-8,-52,-26,22,-35,-5,8,-128
1,-10,-5,41,18,6,-5,-128
-6,17,20,-49,-27,-13,-16,-128
-14,-4,14,-23,-33,-16,-22,-128
10,-6,-27,-15,25,6,12,-128
1,-2,24,-4,-9,-3,8,-128
-20,-29,-12,-8,-69,-24,-3,-128
-10,-1,48,9,-9,-6,-7,-128
3,28,-22,-36,-15,-10,-3,-128
0,-23,-7,26,1,-9,-7,-128
-8,-16,4,-52,-70,-5,2,-128
