Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
74,3,-28,30,-9,-11,-8,-128
-15,-2,-69,-17,1,2,-2,-128
-96,-2,33,33,3,9,-5,-128
-10,4,100,122,6,2,17,-128
23,-16,-89,-128,-18,-10,-22,-128
57,-1,-27,-30,-3,-8,-28,-128
-45,10,33,3,6,6,2,-128
-6,-6,33,77,4,-4,35,-128
105,-10,-106,-54,-4,-1,-10,-128
19,13,127,81,6,-3,-22,-128
-8,-1,-116,-107,-11,-11,-8,-128
0,9,10,13,5,6,0,-128
-1,-4,-5,31,6,1,0,-128
-8,-16,-10,22,4,5,-3,-128
0,-3,-9,-77,-29,-2,-2,-128
-7,-11,-15,37,3,-3,-3,-128
3,-1,-2,-25,8,-3,0,-128
-2,10,18,-101,-49,-3,-5,-128
-5,-8,-34,127,106,17,7,-128
-2,-5,-17,-18,-4,0,1,-128
-2,0,-2,-16,-10,-3,1,-128
0,3,8,-19,-32,-10,-9,-128
-2,-14,-70,-10,0,-3,-3,-128
7,12,25,-83,-19,-16,-10,-128
-7,-6,2,60,-28,9,6,-128
0,-3,-3,0,58,0,3,-128
-1,-2,9,-9,-13,-11,-2,-128
-3,6,-53,-4,-1,3,-2,-128
1,-1,-6,4,1,-2,-1,-128
9,4,-4,-4,3,-5,-3,-128
-2,2,34,-42,-19,-1,-2,-128
-13,-10,38,64,-4,-12,-9,-128
-2,-7,-62,22,15,2,0,-128
-1,1,66,20,10,7,5,-128
-3,6,2,16,-5,-3,-2,-128
-5,0,9,-9,6,4,1,-128
22,-2,-55,-38,0,-5,-1,-128
-17,-13,127,22,-8,-10,-4,-128
-21,-8,113,17,-12,-9,-2,-128
1,-7,-40,-32,0,7,2,-128
5,4,10,-9,2,7,8,-128
-4,-4,78,62,17,2,2,-128
1,0,39,22,2,4,4,-128
6,1,20,-60,-8,-1,2,-128
-3,-10,-26,-10,-7,-4,-2,-128
-6,-7,3,-10,-5,-2,-1,-128
-1,4,5,6,-5,-1,-1,-128
3,2,-88,-56,-15,1,0,-128
-1,4,-23,-26,-5,-1,-5,-128
-14,-28,42,56,6,-9,-6,-128
0,15,-128,9,9,-6,-11,-128
-10,-40,48,5,-7,4,2,-128
-4,-6,-21,-22,10,14,10,-128
53,60,3,20,4,7,12,-128
-21,-17,50,-8,4,1,-1,-128
-15,-26,127,8,-9,-17,-41,-128
-11,8,66,16,-10,-21,-6,-128
27,57,-48,6,-4,5,25,-128
5,12,-15,-6,0,7,9,-128
50,9,-10,-1,4,3,7,-128
-43,-2,-9,-9,-1,8,-11,-128
-42,-84,16,22,7,4,13,-128
21,7,-47,-30,-8,-16,25,-128
-9,-5,30,-17,-10,-11,-36,-128
2,17,7,57,7,-3,-10,-128
9,6,30,34,2,1,3,-128
2,17,-37,5,-7,-1,0,-128
-7,3,-5,-4,10,20,13,-128
0,8,-14,-34,-1,4,8,-128
64,6,-18,3,2,2,8,-128
9,-9,-2,-48,-12,-14,-16,-128
-56,-1,41,45,10,-15,-41,-128
-4,11,2,30,17,22,57,-128
3,3,-128,-3,7,11,15,-128
18,-1,-26,-2,-6,2,34,-128
-3,-15,100,76,4,2,18,-128
4,7,-46,-128,-29,-20,-54,-128
1,21,98,36,-54,-25,-50,-128
-3,6,90,62,46,-3,-25,-128
-65,-90,-128,14,36,8,-8,-128
14,-2,127,49,4,-4,-1,-128
15,11,39,22,0,5,14,-128
-15,3,-17,-49,-14,11,24,-128
-27,6,-27,16,-9,-1,48,-128
23,14,-29,-73,-14,-4,-3,-128
35,54,59,40,19,2,-12,-128
54,-33,10,-2,-12,-17,-20,-128
-91,-23,-20,-3,1,-2,-9,-128
-7,-20,-38,-128,-22,2,5,-128
-18,16,127,125,22,-2,1,-128
50,12,-56,11,-1,-3,13,-128
11,40,-58,-6,-1,9,12,-128
-11,-58,-9,-43,-16,-14,-20,-128
-11,55,4,-2,1,-6,-15,-128
-21,-89,-81,-14,-8,-20,-23,-128
22,14,23,46,10,6,5,-128
-1,-30,-46,-7,9,6,4,-128
-5,17,65,-31,-13,-7,-3,-128
8,11,-47,36,0,8,4,-128
9,11,-15,-22,1,6,3,-128
2,2,-3,-2,-1,5,3,-128
-9,-12,34,5,-13,-14,-4,-128
-13,-20,-48,5,0,-3,-3,-128
0,2,7,-23,-3,5,4,-128
4,10,-33,38,7,6,3,-128
13,19,90,-8,8,6,5,-128
-9,-27,-64,-21,-1,-10,-7,-128
-6,-7,30,22,-11,-10,-10,-128
6,2,-55,17,5,3,2,-128
-2,3,-17,-3,4,4,0,-128
2,18,47,22,4,4,2,-128
1,-10,-33,-52,-3,6,4,-128
-8,-4,-32,27,1,1,0,-128
-10,-12,-98,-1,10,-7,-9,-128
20,28,79,19,11,13,9,-128
1,-25,-48,-37,-20,-18,-2,-128
-21,-18,-128,18,-23,-21,-19,-128
4,16,95,13,16,19,8,-128
-14,-18,12,-53,10,11,0,-128
8,7,-38,27,30,18,11,-128
-7,2,-42,-21,-15,-6,3,-128
-48,-2,-25,6,-1,-8,-46,-128
17,5,-25,1,6,8,10,-128
25,-4,-49,-1,-14,-5,42,-128
44,-2,37,3,-10,-10,-1,-128
-8,6,63,8,4,2,-4,-128
-6,-15,-128,-57,-2,1,-2,-128
-9,-4,-23,-17,-1,4,-2,-128
5,18,75,25,0,-2,-5,-128
-7,24,43,20,0,-4,-1,-128
12,-37,-128,-28,-8,-13,-18,-128
-24,5,-74,-25,-3,11,7,-128
84,6,124,3,-3,2,0,-128
-5,-2,-128,-21,-5,4,5,-128
55,-2,127,59,2,-8,-9,-128
-49,13,-24,-76,-7,6,-5,-128
-17,-7,-12,-29,-1,8,6,-128
5,-21,-111,10,2,-4,-3,-128
-23,26,74,18,-3,-5,-5,-128
-31,-16,-128,-47,-13,-6,1,-128
6,-9,127,103,-2,-5,-29,-128
40,7,-15,-19,16,-4,4,-128
73,31,-75,-73,9,18,43,-128
2,-21,-15,38,-9,-7,-6,-128
-38,1,109,27,-1,8,8,-128
-31,-41,-41,-68,-3,-24,-21,-128
-13,-5,-16,13,-12,-21,-19,-128
-2,3,24,22,-10,-6,-6,-128
17,17,-5,31,-4,12,7,-128
18,-24,-53,-79,-11,-15,-4,-128
0,-5,-28,-39,-5,0,3,-128
-2,34,99,113,0,-7,-10,-128
-8,-34,-37,-85,-11,-6,-16,-128
0,20,-7,-22,1,10,65,-128
8,-5,-29,5,-6,3,10,-128
7,5,2,29,6,9,15,-128
-5,-35,-2,-5,-31,-7,-15,-128
-7,7,-13,121,83,2,-11,-128
21,38,-10,-53,-2,3,15,-128
-9,-21,7,-14,-13,-5,12,-128
-13,42,-22,-46,-34,-20,-13,-128
-18,-32,-4,40,-1,3,-50,-128
7,-8,23,-89,-17,9,-21,-128
-21,-18,-7,11,13,-9,-12,-128
16,9,-8,56,47,13,33,-128
5,9,16,5,-19,-9,18,-128
5,14,-32,-78,-21,-10,-30,-128
-17,-16,17,53,-7,-19,-7,-128
-6,22,-31,-13,4,0,16,-128
10,43,23,3,6,11,46,-128
18,-26,-33,14,-24,-8,1,-128
-25,-54,5,0,8,2,-59,-128
-5,-13,-13,-61,-1,3,-13,-128
11,0,11,21,-4,-27,-25,-128
-46,2,-2,-18,-1,-4,-3,-128
-10,15,11,-13,-24,-3,1,-128
16,11,7,20,24,7,11,-128
10,-2,-13,-6,1,5,9,-128
3,-12,9,37,-10,1,18,-128
20,-23,11,-44,-10,1,19,-128
21,28,-1,-17,8,-3,11,-128
-13,-14,-11,-85,-22,-2,-33,-128
-28,-2,6,127,-17,-2,-20,-128
-16,7,-16,-52,35,-4,-10,-128
17,-2,8,41,33,-1,0,-128
10,0,1,-58,-2,3,16,-128
-20,-1,3,65,-12,3,19,-128
-9,-19,2,-68,-15,6,12,-128
-27,36,2,-41,12,-8,-40,-128
14,27,-36,51,-1,-2,-4,-128
33,-1,-5,-69,-18,-14,-1,-128
-24,-20,-5,86,-9,-3,-10,-128
21,-16,-34,-25,7,0,3,-128
30,27,-3,-25,25,7,12,-128
-15,11,27,-24,-1,4,-8,-128
0,-4,-18,-23,-24,-3,7,-128
28,-9,30,67,0,0,6,-128
-12,22,24,9,40,5,-25,-128
-36,-20,-22,18,3,14,-1,-128
-28,-27,3,11,-32,-31,-8,-128
1,23,18,-55,-16,-4,9,-128
32,4,5,6,5,-1,9,-128
52,5,-14,2,6,4,2,-128
-9,-2,20,-7,-4,-9,-27,-128
-7,-6,12,-22,-9,-4,-20,-128
-45,2,7,-37,-1,14,79,-128
31,-3,14,13,-4,-17,-7,-128
8,-4,-9,17,5,-1,-18,-128
-9,11,0,2,-4,-8,-26,-128
-2,-16,-12,-20,-9,-6,-4,-128
6,-4,-8,14,4,5,-11,-128
-10,10,10,-37,11,6,3,-128
20,20,5,69,6,4,19,-128
18,17,11,-51,-21,-8,4,-128
-2,-17,-6,24,-14,-10,-22,-128
-30,-67,-35,10,0,0,-7,-128
-43,1,24,18,52,16,6,-128
6,15,20,-61,-6,-3,-9,-128
72,18,-11,33,-21,-2,7,-128
23,21,-26,4,32,7,18,-128
-42,-15,31,64,13,-5,-8,-128
-50,-85,48,-42,-22,-15,-4,-128
-3,-4,62,20,-16,-4,-7,-128
49,-8,-75,-42,1,1,-6,-128
-10,15,9,-22,-6,5,18,-128
1,87,45,9,-29,2,20,-128
39,5,13,63,34,9,2,-128
7,-15,15,-65,-9,-12,-36,-128
-15,7,-64,-79,-32,-19,7,-128
-19,-25,10,92,5,3,9,-128
-13,-6,26,-4,5,-6,-28,-128
-19,13,-8,26,-9,-2,-12,-128
-4,-8,-10,-73,-8,3,13,-128
33,4,53,41,4,2,12,-128
-1,11,2,-82,-16,-5,-25,-128
5,21,15,52,8,1,26,-128
30,-28,0,77,-26,1,20,-128
-27,5,-23,-79,22,-8,-30,-128
-27,-22,-2,-3,11,1,-21,-128
1,-7,5,-15,-6,3,9,-128
