Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
4,0,12,-24,7,-2,-13,-128
4,-1,33,-33,-5,-2,-6,-128
0,-6,0,16,-5,2,0,-128
-3,-3,-55,-2,-3,2,4,-128
-2,0,0,28,-11,2,0,-128
-1,-2,1,-7,-2,-4,-11,-128
-3,1,-1,3,0,1,-4,-128
1,5,40,8,-7,7,21,-128
-6,-14,-119,-59,-21,-16,-19,-128
0,2,-13,12,-12,-3,8,-128
-1,5,17,6,17,1,-3,-128
-5,-6,2,-4,1,0,-11,-128
2,-8,-10,5,-4,-5,-10,-128
-6,7,38,23,-6,5,5,-128
3,0,-54,-14,0,-4,-4,-128
2,-1,7,-1,1,4,3,-128
-1,-4,-1,-6,5,-4,-10,-128
-7,-2,2,-14,-6,-6,-6,-128
-5,-2,5,-2,-14,-9,-12,-128
-5,2,-13,-11,-14,-3,-7,-128
-3,0,6,12,37,7,10,-128
-4,-6,1,-16,8,1,-7,-128
-2,-1,34,29,2,-1,-6,-128
1,-10,-12,-41,-6,-3,-7,-128
1,-11,-24,0,-8,-10,-16,-128
0,6,-17,5,-5,1,3,-128
-5,-2,2,2,-4,-2,-2,-128
1,0,15,-18,1,-1,-2,-128
2,3,-22,6,-4,-4,4,-128
1,2,-4,5,-7,0,1,-128
-2,-1,-2,-7,3,-1,-3,-128
-3,4,8,-6,3,0,-8,-128
-2,-3,-10,-26,-4,3,10,-128
-7,2,20,1,-1,-1,-5,-128
-7,-8,-53,3,-1,-8,-3,-128
-4,-5,-15,-1,-11,-16,-12,-128
-1,0,0,1,2,5,3,-128
1,-3,-26,3,37,4,0,-128
-5,-1,-13,-5,-16,3,9,-128
4,1,6,1,5,-4,-7,-128
0,-7,5,-6,2,1,-5,-128
4,-5,-1,19,-4,-2,0,-128
-4,3,52,16,-9,-4,-5,-128
-8,-10,-54,-20,-15,-11,-21,-128
2,8,-8,30,13,5,1,-128
-6,-3,14,-10,-4,-4,-3,-128
-1,1,-30,-6,-2,-2,0,-128
-2,-7,6,-3,-8,-8,-26,-128
-2,1,-8,-13,-6,2,10,-128
1,-5,45,2,1,-6,-2,-128
2,0,15,-11,2,1,1,-128
-2,-6,9,-12,-16,-8,-14,-128
1,0,-17,-3,-7,-4,-4,-128
-5,4,-8,1,17,20,14,-128
-4,-4,15,-11,16,-6,-13,-128
2,-6,-22,19,-6,-3,-8,-128
0,-7,18,-23,-13,-4,-6,-128
0,-2,-8,7,-16,0,7,-128
-2,6,-7,-1,9,0,0,-128
3,4,-6,-3,-7,0,5,-128
-6,-7,-9,-9,0,-3,-8,-128
-3,3,42,22,-1,4,11,-128
-8,-4,-13,-5,-10,-11,-13,-128
-3,3,-17,-6,2,5,19,-128
-2,-5,1,-9,-2,-8,-2,-128
2,-4,42,3,1,-1,-2,-128
-1,-2,1,-15,1,7,5,-128
-2,-6,-18,7,-2,-6,-19,-128
-2,-1,25,18,-3,0,-11,-128
-4,-5,-61,-26,-1,-5,-9,-128
4,-2,12,0,-4,-1,-12,-128
-3,-2,2,1,-6,-5,-3,-128
3,-5,7,3,-4,-4,4,-128
-2,2,-5,-8,-2,2,7,-128
2,-3,34,27,3,1,2,-128
-1,-1,-12,2,-4,-3,-15,-128
4,0,14,-9,-1,-2,-2,-128
-7,-5,-17,-1,-6,-8,-3,-128
-3,-1,-16,0,-6,-2,-6,-128
2,5,9,3,-1,0,9,-128
-2,-10,0,0,-4,-5,-4,-128
-2,-2,-4,-5,2,5,0,-128
3,1,-2,4,-7,-3,-8,-128
-2,-9,-14,-5,12,6,2,-128
-5,1,8,0,-9,1,0,-128
1,-4,15,-17,-10,-2,-9,-128
-4,0,-11,6,-10,1,6,-128
-6,-4,18,-1,8,-2,5,-128
-1,-4,-34,12,-11,-3,-16,-128
-5,-2,-14,-13,-9,-8,-14,-128
0,0,-20,-17,-7,-1,-5,-128
-6,-5,-20,-10,-8,-7,2,-128
-2,-3,-19,-4,0,-2,-3,-128
-4,-2,-12,-1,2,-3,-1,-128
0,-1,15,-9,0,-4,-12,-128
0,-5,6,-18,1,-1,1,-128
1,3,6,5,-7,3,2,-128
1,-5,-28,2,-7,-5,-5,-128
0,0,20,6,0,-1,5,-128
-3,2,-6,-2,3,4,6,-128
-2,-5,11,-9,-7,-9,-10,-128
0,-3,2,-7,-6,2,-5,-128
1,-4,-19,-5,-2,-1,3,-128
-6,-2,8,9,7,-1,-6,-128
0,-4,-20,-12,-2,-6,-8,-128
4,1,50,12,-2,2,5,-128
-4,-5,-40,-22,0,-8,-9,-128
-3,1,-45,9,-1,-1,-7,-128
-8,-6,-21,-9,-9,-12,-13,-128
-3,-2,5,2,-2,1,2,-128
-1,-3,17,-2,4,-1,-1,-128
3,-2,-4,1,-5,0,5,-128
2,-1,-1,-2,-2,0,1,-128
-6,1,-4,0,4,0,-1,-128
-2,2,4,-1,-2,2,0,-128
-2,-4,6,1,-5,0,-12,-128
1,0,-4,-3,-3,-4,3,-128
-2,2,-10,6,-3,2,8,-128
2,-1,-24,-27,-15,-3,18,-128
3,-1,19,1,4,-1,-3,-128
-6,-4,3,33,-3,-8,-20,-128
0,-5,-10,-13,-5,-1,-7,-128
0,-1,-15,-4,-1,3,8,-128
-4,4,-1,-13,-1,0,-1,-128
-2,-8,15,-7,-14,-11,-20,-128
-3,-7,-6,-14,8,4,-6,-128
1,1,-2,13,1,-1,4,-128
1,1,-9,0,-8,0,9,-128
2,4,-3,-3,3,3,2,-128
-7,2,-7,12,-5,0,-10,-128
-1,-5,35,-5,0,1,-5,-128
-2,-2,-14,-1,-6,2,1,-128
2,-3,-2,-6,-3,-3,2,-128
-6,1,-9,-5,-13,-5,2,-128
2,-5,-3,4,1,-6,3,-128
3,4,8,-2,26,6,17,-128
-1,-2,-25,-26,-9,-3,-5,-128
-3,1,5,33,-7,-6,-7,-128
-2,-2,-22,0,-6,0,-10,-128
2,6,6,0,-2,6,-3,-128
7,-3,8,-2,-7,2,1,-128
-1,0,6,-16,-10,-7,-1,-128
-6,-4,-26,-24,6,2,5,-128
-5,0,19,25,12,5,0,-128
-5,-5,-39,24,-1,-6,-17,-128
2,0,-19,-14,-5,3,2,-128
1,1,-9,0,-2,-6,3,-128
-1,0,-10,-2,-7,4,0,-128
3,-2,4,-9,4,4,-4,-128
-3,-1,8,-6,-2,-2,-2,-128
5,-4,16,-7,3,-3,-6,-128
-2,-4,-24,8,-6,-2,1,-128
-2,6,-14,4,-8,3,7,-128
0,-2,-9,-11,-6,-3,-5,-128
3,-11,-10,-4,-10,-7,-8,-128
2,-3,5,-3,0,1,-5,-128
