Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
-1,1,-20,-14,-9,-2,-10,-128
6,1,-1,-1,-24,-10,-14,-128
-1,-5,4,-2,-17,-8,9,-128
-5,-3,5,-5,-14,-7,-7,-128
-3,-5,-10,19,2,4,-2,-128
1,-3,4,10,16,7,3,-128
-7,0,-62,-66,-4,1,3,-128
1,-3,9,2,-6,5,11,-128
-5,10,-6,4,-12,-9,-32,-128
6,0,20,20,9,-5,-16,-128
-2,9,18,-5,5,0,9,-128
-2,-13,-46,-27,-5,-4,-3,-128
-2,-9,4,-2,-14,2,7,-128
-3,0,1,2,3,3,35,-128
-35,0,2,-17,-23,-9,0,-128
0,3,5,7,-6,-14,-88,-128
4,8,7,7,3,-8,-22,-128
5,0,-1,3,-2,-3,2,-128
-3,-3,1,0,5,2,16,-128
4,-4,-4,1,5,4,18,-128
-12,-4,5,-6,-4,-8,3,-128
-5,-2,5,-11,-3,0,-10,-128
-6,-4,-17,-1,-11,0,8,-128
3,3,-8,-6,1,-7,-13,-128
19,-9,-14,25,-2,-2,-30,-128
-8,-4,59,36,1,0,-13,-128
-8,-2,-71,-67,-33,-10,12,-128
2,3,-3,-10,0,1,1,-128
-1,2,7,1,13,6,2,-128
-8,-2,6,6,5,6,32,-128
-14,-23,-15,-21,14,2,14,-128
-7,-1,2,-3,-10,2,4,-128
-4,-31,-11,26,10,5,0,-128
-2,42,0,0,-4,-3,1,-128
-2,1,-5,-5,-5,-1,0,-128
-1,-1,20,16,-1,1,15,-128
-3,-12,-46,-50,-14,-4,16,-128
-2,2,6,35,1,3,19,-128
4,-1,1,-5,-5,2,3,-128
5,-5,-3,-6,-11,-3,-13,-128
-24,-8,-6,6,4,-1,7,-128
-8,-2,5,3,2,0,-6,-128
8,30,-5,-10,7,-8,-47,-128
2,6,-1,-16,-10,-7,-7,-128
0,-9,26,1,-5,2,5,-128
-8,-20,-8,26,4,-1,2,-128
3,8,14,5,6,-2,-15,-128
-1,-2,-1,0,2,-1,0,-128
-3,-12,-17,-4,-2,1,31,-128
6,48,55,14,-4,0,15,-128
-13,10,-13,11,2,-3,-21,-128
3,-11,-38,-40,-6,-4,-6,-128
1,-8,-19,-9,-4,-3,-65,-128
9,17,9,6,3,-8,-60,-128
0,-4,1,2,2,-1,0,-128
5,4,-15,7,1,5,7,-128
-9,-4,34,11,-1,2,46,-128
3,17,-52,-38,-6,3,6,-128
22,-9,-4,8,-1,-3,22,-128
-6,27,-11,5,-18,-6,-10,-128
7,-2,31,-26,13,4,-17,-128
