Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
-18,-5,-2,-8,-2,6,29,-128
-2,4,5,0,1,-2,3,-128
1,-1,22,6,-1,-6,4,-128
4,12,-54,-14,-1,5,1,-128
3,-10,14,6,-6,-5,-18,-128
-8,4,-13,-8,-7,-23,-43,-128
1,7,1,-7,-2,-3,44,-128
-4,-7,27,-1,1,4,-7,-128
1,-5,-41,3,0,6,20,-128
6,10,44,4,7,-7,-3,-128
2,9,63,-5,-2,-1,-1,-128
4,-4,-117,-15,-8,-1,8,-128
-14,-11,-14,8,-4,-6,-14,-128
-2,-6,26,11,3,-2,-7,-128
-1,6,37,-7,-6,-1,29,-128
-15,-15,-65,-8,-1,-5,6,-128
-1,13,43,-18,-4,-2,-9,-128
4,-10,-48,0,3,0,-25,-128
-13,-3,-37,8,0,-2,5,-128
-7,-6,21,-9,-2,17,-5,-128
-7,12,55,12,2,0,-5,-128
-8,-4,-26,8,-4,-6,-7,-128
-2,-5,-6,-7,-3,-8,-2,-128
0,-28,-37,11,3,-4,-9,-128
-4,-20,-11,-3,6,0,-4,-128
-3,16,27,1,-8,-9,-6,-128
-1,-11,-13,2,-9,-8,-1,-128
-8,-8,-4,-10,-5,0,-2,-128
-3,-2,-20,5,-1,1,-19,-128
-3,0,-9,2,1,-3,-1,-128
-2,-12,-10,-5,0,2,0,-128
10,-8,-25,-6,1,3,3,-128
-4,-1,11,5,-2,-5,-11,-128
-4,3,24,6,1,3,11,-128
-1,3,-10,-11,-4,-5,-9,-128
3,-8,-28,-9,-10,-10,-4,-128
1,0,3,25,3,-3,-8,-128
-1,-5,2,-10,-3,-3,-8,-128
-4,9,-7,3,-1,-1,-6,-128
-4,-30,-9,0,-5,-9,17,-128
0,1,-33,9,5,4,-12,-128
-6,-1,4,-18,-18,-18,-7,-128
-5,-24,28,4,-1,11,-14,-128
-8,-4,-10,10,2,24,-14,-128
0,3,44,24,-8,-3,-7,-128
-8,-11,-70,-1,-1,-3,-15,-128
-5,1,95,-1,-5,-4,-14,-128
8,-2,40,13,1,7,16,-128
-5,14,41,6,5,4,9,-128
-5,0,-72,-8,0,-5,2,-128
0,8,79,-12,4,2,-1,-128
0,18,-2,10,5,-1,-21,-128
12,6,-5,21,5,26,82,-128
2,-7,-9,1,1,0,14,-128
6,-1,-3,-8,-8,-7,22,-128
-12,-6,-19,-6,-2,-10,9,-128
-41,-4,-57,-12,-11,-11,-21,-128
3,-18,72,1,-1,2,-10,-128
5,6,-2,4,-1,-8,5,-128
