Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
4,2,-4,0,1,1,-1,-128
-10,-6,-1,-1,-4,-1,-1,-128
-3,-3,-1,-3,-4,-1,1,-128
0,0,0,0,0,-3,-4,-128
-1,-1,1,-2,0,-2,0,-128
-2,0,-2,-5,-3,-2,0,-128
-5,-3,-5,-3,1,-1,-3,-128
-3,-2,-4,-2,-4,-4,-2,-128
-4,1,-5,0,-2,-2,-3,-128
3,-1,-4,-2,0,-1,0,-128
0,-1,0,-1,-3,-1,-2,-128
0,-1,-4,-1,0,-2,-3,-128
-5,-2,-1,0,-1,-3,-3,-128
0,-3,0,-4,1,-1,2,-128
-2,-1,2,0,-2,-1,0,-128
-4,-3,-1,-4,-2,-4,-5,-128
-1,-10,-8,-4,0,-1,-2,-128
2,0,-3,-2,1,9,-1,-128
-1,-1,0,1,2,6,1,-128
0,1,0,-2,-2,-19,-8,-128
-4,-6,-2,-3,-1,-2,-2,-128
-2,-2,-2,-4,-3,-1,0,-128
-1,1,-2,-1,0,-2,-3,-128
1,-2,-1,0,-2,-4,-2,-128
2,-1,-3,-3,-2,0,-2,-128
0,-5,-1,-1,-1,1,-4,-128
-1,0,0,-4,0,1,-4,-128
0,-1,0,-3,0,-1,-2,-128
2,-1,-1,-3,-3,-1,-1,-128
-4,-3,-2,0,0,-2,-2,-128
1,1,-2,-1,-2,0,-1,-128
2,1,-1,0,1,-3,-3,-128
-7,-4,-3,-2,0,-3,-2,-128
-2,-5,-1,-1,-1,2,3,-128
1,-2,2,-1,-4,-1,1,-128
-8,-1,1,0,0,-1,-1,-128
0,0,-3,-1,-2,2,-1,-128
-5,-4,-2,1,-2,-4,-4,-128
5,3,1,-1,1,-3,-4,-128
-2,-1,-1,-4,-1,-2,-1,-128
-4,-1,0,-1,-4,-4,-5,-128
2,-3,-5,-2,-2,-3,-6,-128
-1,-2,-3,-3,-3,1,5,-128
-3,2,1,-1,2,-1,1,-128
-3,-2,1,0,-1,-1,-3,-128
1,-3,-6,-2,-1,-6,-1,-128
0,2,-4,-1,0,3,19,-128
-6,0,-2,-3,-1,-4,-2,-128
-1,-4,1,-3,0,-2,1,-128
3,4,-5,-3,-2,-2,-3,-128
-3,-2,-1,1,1,-5,-5,-128
-6,-5,-5,-4,-4,-5,-2,-128
-3,-1,0,-3,1,-7,-7,-128
-3,-3,-2,-2,-2,-2,-5,-128
-3,-2,-4,-2,-1,-2,0,-128
-2,0,2,-2,-2,1,-2,-128
-2,0,1,-2,-3,0,-1,-128
-1,2,0,0,0,3,0,-128
-5,-2,-2,-4,-1,1,-2,-128
1,-2,-4,-4,-2,-2,1,-128
-2,-1,2,0,1,-3,-5,-128
1,-3,-3,-2,0,0,6,-128
2,0,0,0,-2,-2,-3,-128
0,-1,-2,0,-3,1,9,-128
-1,-2,1,0,-2,-1,0,-128
-5,-1,1,0,-2,-3,-6,-128
6,-2,-5,-6,-5,-6,-2,-128
-7,-3,0,-1,1,-2,-1,-128
-4,-5,-3,-4,-4,-2,0,-128
8,0,1,-3,-1,3,-2,-128
-3,-4,-4,-1,-1,5,1,-128
-2,-1,2,1,-2,-26,-9,-128
-1,-2,2,1,-1,1,-1,-128
0,-4,1,-1,0,0,0,-128
-2,3,1,-1,-2,0,-2,-128
-4,-5,-4,-2,0,1,1,-128
