Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
0,6,21,-10,-4,0,-1,-128
9,5,5,0,15,1,2,-128
-4,11,40,2,3,-7,-6,-128
0,-17,-83,-12,1,1,1,-128
2,8,55,4,-6,-5,-5,-128
-1,4,13,-20,-8,-2,-2,-128
3,6,-1,-20,0,9,-38,-128
2,1,-5,46,11,5,-16,-128
-1,-2,-4,16,5,5,99,-128
1,7,-12,-13,-5,-7,-7,-128
0,5,10,11,-6,0,-6,-128
-9,-27,-65,-27,0,-4,-12,-128
-16,-24,6,67,22,-8,-17,-128
3,3,-44,5,2,-5,-7,-128
-12,-16,-9,-27,-22,-10,-10,-128
10,7,16,-9,-7,1,0,-128
2,11,67,68,29,9,2,-128
3,14,15,23,-2,0,-4,-128
2,-7,-18,-20,-2,3,3,-128
-2,-2,72,-1,-15,-9,5,-128
-4,-17,-35,-7,-4,-8,-2,-128
-2,0,10,-10,-1,4,2,-128
1,2,-34,1,1,2,0,-128
-1,-5,41,4,5,1,-9,-128
-3,-7,-21,-3,-5,2,-23,-128
3,7,2,-21,-2,8,59,-128
-11,-10,2,-4,-12,-16,-9,-128
0,-9,-19,-3,0,5,1,-128
-25,-27,-94,-25,-19,-23,-18,-128
1,8,32,15,-8,-5,-43,-128
3,7,25,-3,8,4,14,-128
2,-6,-9,-17,2,1,26,-128
4,4,-25,9,4,8,-2,-128
-12,0,65,-35,-19,-14,-15,-128
-3,-8,-5,19,-4,-13,-6,-128
2,1,9,36,2,2,-1,-128
-3,0,10,-2,-7,0,-3,-128
3,4,17,-14,-2,2,-1,-128
15,31,57,-45,-8,13,14,-128
-19,-36,-108,33,-1,-18,-11,-128
-2,-7,90,46,9,-2,-11,-128
2,16,3,-8,-9,4,-23,-128
3,9,16,9,-21,-4,68,-128
0,-2,3,-11,25,3,0,-128
0,2,0,5,3,1,-1,-128
7,25,74,11,2,2,1,-128
-11,-41,-128,-7,-3,-13,-9,-128
-9,-1,41,-5,-12,-12,-43,-128
9,18,31,-30,-6,8,21,-128
-7,-7,10,5,-14,-15,-1,-128
-4,-4,14,-24,-5,-4,2,-128
6,14,22,-34,-22,6,6,-128
-17,-23,-15,68,21,-12,-16,-128
-4,2,3,31,23,4,6,-128
4,9,8,10,7,2,-21,-128
3,1,-6,-19,-17,3,-6,-128
-2,0,32,-15,-23,-10,31,-128
2,2,-16,78,35,10,-4,-128
-1,-2,-61,-32,2,1,-2,-128
-2,-15,7,-10,-3,4,-1,-128
-13,2,52,14,-3,-12,-15,-128
0,-2,6,2,-1,-4,-7,-128
5,3,6,-1,-2,5,-3,-128
-3,5,-10,-9,-13,-9,-1,-128
-3,-3,-5,-27,-3,-6,-7,-128
-2,-18,-40,25,4,2,-29,-128
0,3,13,16,-2,3,26,-128
1,2,19,1,5,2,4,-128
1,6,2,0,1,-1,-2,-128
-1,-4,14,-11,-1,5,2,-128
-6,-5,7,-1,-2,-16,-49,-128
3,1,0,-2,1,1,0,-128
-9,-6,-12,16,0,-4,8,-128
7,7,-2,6,0,4,1,-128
1,-1,-2,2,-8,1,-3,-128
4,3,-30,-2,9,0,4,-128
-8,-7,74,23,-3,3,-5,-128
-11,-24,-82,-24,-21,-9,-7,-128
0,1,-3,1,11,6,-6,-128
-2,3,12,32,2,-3,0,-128
-3,6,56,15,1,-1,-3,-128
-1,-18,-62,-11,-4,-1,-2,-128
5,4,-4,-15,-4,7,4,-128
-12,-15,-2,-14,-13,-16,-17,-128
1,7,66,-8,-12,-1,1,-128
-3,-6,-37,21,9,-4,-1,-128
-3,3,-40,19,7,0,-3,-128
0,6,-1,-21,-2,0,3,-128
-3,-15,-50,-10,-4,-1,-5,-128
-4,-7,22,-31,-9,-2,-4,-128
1,5,-17,-2,-7,-2,2,-128
-5,-2,-10,52,12,1,-2,-128
5,5,47,1,-2,5,4,-128
0,2,-28,-9,-8,-7,-24,-128
-17,-18,0,-21,-7,-15,-26,-128
-2,9,-12,33,0,3,65,-128
3,-6,-2,-7,-6,4,-22,-128
-4,-2,-7,6,13,-1,31,-128
2,3,9,3,6,4,1,-128
15,27,43,1,6,13,-1,-128
-12,-9,-23,-5,-2,-14,-16,-128
-7,-19,-23,-9,-8,-3,-8,-128
-5,2,-8,-1,-8,-4,-13,-128
6,1,9,-13,2,4,4,-128
1,1,12,-2,-2,4,-3,-128
-4,-1,8,-5,-7,-2,-5,-128
-4,0,-7,41,17,-3,-3,-128
2,-2,-3,-14,2,-1,-4,-128
-1,6,2,-4,-4,-5,-2,-128
7,14,44,-12,-7,2,4,-128
-12,-19,50,-3,-20,-10,-5,-128
-8,-22,-128,25,6,-3,-4,-128
4,24,90,-9,3,-1,2,-128
-6,-29,-118,81,28,3,2,-128
-7,-2,50,-8,-4,-1,0,-128
10,19,12,-95,-20,0,7,-128
-9,-10,0,34,-15,-10,-9,-128
4,6,4,21,19,6,4,-128
4,19,10,-4,0,1,-4,-128
7,-6,-45,-30,-2,3,-19,-128
-18,-25,-13,-29,-26,-16,-18,-128
-2,0,-4,-3,12,4,28,-128
5,11,-10,-1,0,2,0,-128
6,12,44,7,-1,0,0,-128
4,6,-4,4,-1,0,-2,-128
-19,-20,4,-7,4,-20,-18,-128
-4,-14,-66,5,0,0,-8,-128
5,10,81,1,2,1,-23,-128
0,-5,-4,0,-6,5,68,-128
-5,-3,25,-11,-5,-2,-4,-128
-1,3,3,25,10,-3,-5,-128
5,15,37,7,8,2,1,-128
-2,-5,-28,14,0,-1,-4,-128
-2,-11,-20,-7,-7,-3,-1,-128
-15,-7,32,-12,-8,-16,-40,-128
5,10,-3,-28,-9,2,11,-128
-4,4,20,2,-22,0,0,-128
5,-4,-35,68,50,11,2,-128
0,-11,16,-6,1,-5,-11,-128
0,2,-27,-9,-8,-2,0,-128
0,-1,-31,-15,-7,0,-3,-128
-1,-5,-9,-8,-4,0,-5,-128
5,7,44,-6,-6,-2,-2,-128
-1,-1,-41,-34,-9,-4,0,-128
-2,-2,55,54,2,-1,-2,-128
-5,6,30,-30,1,-7,-2,-128
-3,-6,-11,30,3,1,-4,-128
-1,-1,9,36,-4,-6,0,-128
-16,-25,-61,-62,-5,-9,-13,-128
-2,0,-17,27,-1,2,0,-128
8,20,33,12,9,2,-4,-128
-4,-13,-3,1,-1,0,6,-128
-2,-4,-66,-12,-5,-2,-1,-128
2,0,18,-9,3,1,0,-128
-5,-4,-11,-24,-9,-6,-7,-128
-3,-2,-4,-31,-9,-8,-62,-128
6,10,13,-6,-9,3,101,-128
-8,-9,-22,47,19,-2,-2,-128
-5,3,8,11,-5,-3,-6,-128
3,-2,-5,-6,-9,1,-8,-128
-3,2,8,-7,1,-2,-16,-128
-4,-13,-19,-13,-7,-6,-15,-128
-6,-3,11,-7,-5,-3,-10,-128
5,9,-5,-5,-4,6,0,-128
-6,-2,18,-54,-32,-12,-4,-128
-1,-3,-48,39,25,4,1,-128
-7,3,29,0,14,2,0,-128
0,-16,-58,-11,-4,-1,0,-128
-4,-2,35,-8,-5,-3,-2,-128
0,6,5,-2,-6,-6,0,-128
2,6,10,-10,-13,-3,0,-128
3,2,43,-3,-5,-1,2,-128
-6,-7,-15,22,0,-5,-5,-128
-1,-2,-8,6,1,-4,-1,-128
-6,-9,-8,17,2,-4,-1,-128
-4,8,43,2,0,1,-3,-128
3,-9,-49,-12,-15,4,2,-128
1,-1,-9,11,-3,-6,-6,-128
-13,-20,-83,-7,-14,-9,-10,-128
1,-2,9,-30,12,7,4,-128
3,6,2,4,4,-2,-1,-128
-5,1,6,5,-1,-6,-14,-128
0,3,24,7,-7,-1,1,-128
2,-5,13,-20,6,0,-5,-128
-1,1,27,-4,-9,0,7,-128
4,2,-14,17,7,4,4,-128
-5,6,5,-2,-2,-2,-6,-128
-3,-17,-68,-13,-7,-3,-1,-128
2,4,-2,4,2,2,-1,-128
-2,-6,18,-45,-11,-5,-6,-128
-8,-2,2,41,-7,-7,-32,-128
2,5,8,12,8,3,46,-128
0,6,0,-9,-5,-3,4,-128
4,10,24,2,-1,0,-4,-128
-4,-7,-13,-17,8,3,-5,-128
2,0,6,1,-3,0,-3,-128
-5,-8,3,-8,-2,-2,-8,-128
-3,-8,-16,6,8,-2,-5,-128
-5,-11,21,12,-2,-4,-7,-128
-2,4,-6,-26,-3,3,0,-128
11,10,2,8,-1,2,9,-128
-8,-1,14,11,-11,-10,-12,-128
6,8,10,-3,15,8,-1,-128
-3,-5,1,33,5,2,1,-128
0,-8,-48,-8,-4,0,-1,-128
1,8,-22,-63,-8,-4,-3,-128
-5,-2,-20,3,-5,0,-2,-128
-4,-14,-53,-3,-2,-1,1,-128
-2,1,23,2,3,-1,-30,-128
4,10,22,-16,-9,3,1,-128
1,4,13,-31,-28,-5,15,-128
-2,-8,-6,113,65,9,0,-128
-5,-18,-31,-32,-3,-3,-3,-128
0,6,12,-16,-7,-3,-5,-128
1,7,27,-13,-6,-3,-3,-128
5,2,-18,-3,1,0,0,-128
-4,-8,-9,-6,-6,-2,-6,-128
0,-3,-3,-20,-11,-4,-8,-128
-6,-2,21,1,-10,-10,-5,-128
4,15,9,5,5,6,-25,-128
-4,-22,6,22,9,-2,20,-128
-4,-5,-30,0,-3,0,3,-128
-7,-12,30,-14,-8,-4,-8,-128
-1,11,-6,-13,-7,-3,-4,-128
-2,-5,-24,-14,-10,0,-2,-128
1,3,4,-7,6,-3,-16,-128
3,5,23,0,-4,-5,-27,-128
1,14,-9,9,-6,-3,65,-128
