Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
0,0,-20,18,-11,-4,38,-128
-7,-15,3,12,-5,-8,-12,-128
4,12,9,-1,-5,-7,-23,-128
-9,-2,11,-1,-8,-14,-21,-128
-6,-2,-7,-9,-9,-23,6,-128
-4,-7,-10,-7,-6,36,19,-128
-1,-4,-3,-9,1,-5,16,-128
-1,-10,-24,-13,8,13,12,-128
-10,-3,12,-14,-9,-18,-11,-128
5,5,6,30,-10,-10,-24,-128
1,1,1,3,-1,-2,-20,-128
-4,-4,6,-26,14,8,0,-128
3,2,-42,-31,-14,-9,8,-128
4,-14,-27,-30,-22,-7,39,-128
-5,5,25,24,-20,-10,-77,-128
-5,2,-11,1,49,15,-43,-128
2,1,4,20,42,3,36,-128
1,-7,17,-3,-10,6,26,-128
0,-10,-23,-17,-21,-9,-18,-128
7,19,20,13,-15,-13,-19,-128
-5,-1,8,-11,-24,-10,-7,-128
-3,-9,-15,-22,10,-1,35,-128
0,-6,-20,-46,-17,-4,7,-128
-3,-7,-13,24,12,4,11,-128
-7,-1,-5,-6,-9,-5,27,-128
-5,-6,-20,10,-5,-6,-3,-128
-1,-7,-1,-7,14,-2,-45,-128
2,7,-5,-6,0,0,-3,-128
4,3,25,5,3,4,10,-128
-10,-4,-20,-34,-22,-11,9,-128
6,3,40,48,14,0,-11,-128
-5,-6,-47,-2,1,4,5,-128
-5,-7,37,-1,-5,-2,14,-128
-8,-4,12,-10,-8,-6,-2,-128
3,-14,-25,-19,1,9,5,-128
-10,10,69,36,-5,-16,-30,-128
0,3,4,6,1,0,0,-128
4,-5,29,-11,-8,-4,1,-128
-5,0,-8,-1,0,-2,3,-128
0,1,4,-25,-5,5,8,-128
-10,-5,-6,29,-10,-10,9,-128
-6,-7,-12,-14,11,1,-16,-128
6,1,12,4,-1,-3,6,-128
-14,-5,12,-14,-12,-13,-33,-128
5,-8,-24,-14,-7,-1,10,-128
5,2,10,43,18,-1,-49,-128
5,8,-25,-4,7,2,-8,-128
-5,-2,17,-23,-8,-3,13,-128
-2,2,3,10,-6,1,12,-128
-4,-3,-19,-5,-9,-3,1,-128
0,-9,-12,4,-8,4,19,-128
2,-4,-24,-1,-1,2,-7,-128
-11,-7,-19,-18,-8,-14,-7,-128
-1,-7,-6,-9,0,20,43,-128
14,12,18,5,3,-8,-47,-128
6,-1,-2,-20,0,2,40,-128
-22,-14,-26,-3,-7,-5,-17,-128
-5,4,21,52,11,-14,-37,-128
0,3,7,3,1,-5,-10,-128
1,-7,-10,-20,3,4,16,-128
-2,-3,-6,4,-2,-1,6,-128
-2,1,-15,0,1,4,25,-128
1,-4,-4,-7,-1,-6,10,-128
-3,-2,9,-8,-4,-1,-15,-128
2,2,-6,-5,-11,4,-15,-128
2,-7,-35,-18,4,0,-3,-128
-8,-3,42,8,-9,-10,47,-128
-1,5,13,15,6,1,-14,-128
6,7,3,-7,1,0,-28,-128
5,2,-23,10,5,-3,-4,-128
-14,-6,2,-3,-5,0,-17,-128
-7,7,29,7,-5,8,38,-128
-1,0,15,-9,-10,-1,-3,-128
0,-4,-9,-8,-1,9,0,-128
5,2,-5,-2,-7,-12,-29,-128
0,-2,-8,-9,-6,-5,3,-128
-3,-7,-15,-13,-19,-1,23,-128
-8,1,5,-16,-2,-5,-7,-128
-2,-2,0,13,13,9,-8,-128
6,-7,-19,-10,29,5,-3,-128
-7,1,-34,-8,1,1,15,-128
-6,12,45,25,-9,-11,-21,-128
2,3,22,-18,-10,-8,-53,-128
-2,-4,-40,-6,2,-2,14,-128
1,-3,5,-24,-12,-6,29,-128
-6,-5,-16,40,0,3,-25,-128
7,-22,-51,-24,-10,11,77,-128
-8,6,-7,7,24,-4,-75,-128
-2,18,46,21,-1,-10,-49,-128
-3,0,-8,10,-2,6,6,-128
-3,-2,-5,-20,-6,4,22,-128
-5,-7,-3,-31,-16,-5,2,-128
0,-4,-9,76,29,4,19,-128
1,-5,-16,-6,-11,-7,-7,-128
-5,-5,-1,-13,-13,-2,-10,-128
-1,-1,8,-8,2,9,11,-128
6,3,-15,12,18,5,15,-128
1,-3,3,1,9,5,20,-128
-13,7,66,14,-4,-16,-64,-128
-2,-10,-14,4,-12,-10,-28,-128
-4,-7,-5,-13,-10,-4,21,-128
-4,-5,-14,-9,-5,-6,-7,-128
3,-4,-8,-9,-2,-9,-13,-128
6,2,0,-2,4,4,26,-128
4,-1,1,5,-8,5,21,-128
4,0,2,10,18,9,15,-128
-1,-1,3,-9,-12,-4,-20,-128
4,-5,-3,-20,3,0,12,-128
-10,9,11,61,20,-4,-42,-128
-5,4,14,6,3,0,3,-128
0,-8,-14,-7,-7,-3,16,-128
-7,-12,-34,-44,-23,-5,-27,-128
-1,0,-9,-1,-7,-2,26,-128
-5,0,40,47,-14,-5,-8,-128
-3,4,-5,-7,-4,0,-19,-128
1,-2,24,5,28,10,-1,-128
-7,-7,-6,35,4,-7,8,-128
-9,-10,-16,-16,-6,-3,2,-128
1,2,-11,-10,-7,-6,-8,-128
2,0,8,-1,-12,-4,4,-128
4,-1,-2,-16,-22,-6,34,-128
-19,-16,-12,-41,-19,2,2,-128
5,4,-16,-7,25,13,-79,-128
5,10,10,20,33,12,-21,-128
-6,5,25,4,1,-4,21,-128
-5,-3,-28,-12,-12,-5,-17,-128
-1,2,12,-2,-10,-10,-32,-128
-3,-3,-4,-15,-6,-6,25,-128
3,-3,-7,13,10,-3,5,-128
2,-2,-7,-10,0,2,14,-128
3,1,-17,-6,-14,1,15,-128
3,1,23,-6,11,0,-7,-128
-1,2,-13,-11,6,-5,-21,-128
0,-2,-5,2,-2,6,2,-128
-2,-6,0,9,-7,2,14,-128
-4,1,8,-1,3,-4,-56,-128
0,0,-12,0,-9,1,42,-128
-3,3,-1,-2,-5,1,8,-128
-5,-3,3,-9,-5,-8,0,-128
-1,-6,-2,-38,-1,-1,4,-128
-3,-2,-6,18,-1,4,20,-128
-2,-13,-55,-16,-2,2,-5,-128
2,11,39,-6,-2,-4,-26,-128
0,10,56,14,-2,-12,-38,-128
-1,-3,-13,-20,-4,-4,-2,-128
-6,-10,-15,-21,-20,-5,5,-128
-5,-10,-35,32,13,2,3,-128
2,-7,-9,-4,5,6,18,-128
0,-7,-14,-12,-3,7,27,-128
-9,0,-12,-10,3,-6,6,-128
-4,1,15,-24,-3,-9,-83,-128
14,12,11,40,6,-4,-19,-128
2,-3,-50,3,2,0,5,-128
-1,0,-7,-12,-10,-6,11,-128
-6,-4,18,-5,-1,-2,10,-128
0,-4,-5,-9,0,-1,-3,-128
3,-1,-7,-30,-6,1,17,-128
-7,-17,-14,-22,-12,11,73,-128
2,12,8,33,24,-7,-100,-128
2,6,-22,32,4,-7,-43,-128
-2,2,4,3,-7,-8,1,-128
-5,-11,-21,-19,-4,-2,13,-128
-9,-4,10,2,-7,-2,12,-128
-5,-4,3,-13,-4,0,10,-128
0,-1,-5,-5,1,0,-1,-128
0,-2,-7,-16,2,0,-4,-128
1,-5,-14,-9,-2,3,36,-128
7,-2,-12,4,-8,-6,-27,-128
-6,-6,3,-15,-2,-6,-29,-128
6,10,44,18,14,2,6,-128
1,2,2,13,4,1,57,-128
-15,-12,-19,-12,-7,-9,-32,-128
-4,-5,-8,-3,-1,-1,-31,-128
-4,2,2,-4,-9,-8,-16,-128
-2,-2,-8,-31,-16,-4,6,-128
-4,-8,-9,9,-5,3,22,-128
-8,-9,5,59,20,6,24,-128
3,2,-15,-11,-2,-8,-60,-128
0,6,12,9,-6,-6,-13,-128
-3,2,5,-18,-9,-1,6,-128
2,-6,2,-3,-7,-3,32,-128
-1,-3,-6,-20,-5,1,21,-128
-6,2,5,-13,-13,-12,-82,-128
6,-4,-6,39,22,9,7,-128
9,13,37,13,6,-4,-27,-128
0,-3,-14,-8,-3,-3,-2,-128
