Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
9,10,13,5,1,3,-26,-128
7,-3,-5,5,-1,0,4,-128
6,-2,4,11,0,3,-29,-128
0,-13,-4,-3,6,4,7,-128
-8,-35,7,9,2,4,69,-128
2,28,-5,-14,-4,2,-20,-128
54,-12,-9,-2,-6,-9,-41,-128
14,-20,-1,-128,-20,1,-5,-128
-87,-2,3,127,8,1,12,-128
-7,122,10,-77,-28,-3,-20,-128
-35,18,-12,-24,16,1,10,-128
40,19,13,110,29,4,-7,-128
-9,-13,-61,-47,17,9,10,-128
13,-13,-6,-89,-32,-5,14,-128
17,39,-7,10,10,4,-2,-128
-3,-4,-27,-16,-5,-5,6,-128
-24,-4,0,-15,-4,1,29,-128
-6,1,1,-16,-4,3,41,-128
38,76,20,-22,-9,3,-33,-128
0,60,10,80,25,8,-53,-128
59,-29,-16,6,1,-4,82,-128
-70,-27,-7,-58,-31,-18,-76,-128
-8,-31,-2,81,26,1,8,-128
-1,44,18,45,-3,-16,-51,-128
4,-3,-1,-70,-6,2,8,-128
3,-3,11,96,17,2,1,-128
2,51,2,28,14,7,1,-128
-7,-35,8,-128,-15,-3,0,-128
-23,101,44,127,40,6,7,-128
12,21,-53,-2,6,-4,-1,-128
3,10,3,0,0,1,8,-128
7,-10,9,0,2,1,12,-128
1,44,-3,0,0,3,8,-128
4,-22,5,-14,-5,5,7,-128
-13,-21,-10,-127,-26,-10,6,-128
-6,-24,-6,26,-1,8,-9,-128
23,-5,-5,127,62,9,15,-128
33,30,-4,14,-5,-8,9,-128
1,-50,-25,-35,17,16,41,-128
21,43,13,21,-2,-3,-35,-128
-1,-1,-17,-35,-17,-7,-39,-128
-4,51,-10,-22,7,4,13,-128
-6,2,8,43,8,3,22,-128
-2,19,0,-105,-38,-4,12,-128
1,5,-1,96,44,8,12,-128
3,78,2,4,7,4,7,-128
-18,5,40,-26,-32,-8,-2,-128
4,48,-9,5,23,5,-2,-128
-16,5,5,89,25,6,-7,-128
-3,-12,13,-40,-17,5,35,-128
33,53,-32,48,32,6,34,-128
16,-55,-3,-17,-11,-7,-72,-128
19,4,8,5,7,9,25,-128
-4,2,-9,-25,-7,-7,-24,-128
-5,-12,-1,-16,-5,0,-4,-128
-51,55,21,81,-5,-5,26,-128
38,95,-6,-30,8,17,34,-128
55,-38,-19,-1,-15,-24,-109,-128
