Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
0,9,5,38,11,3,-1,-128
1,8,-5,-3,0,1,1,-128
-1,7,7,-5,-8,-6,-5,-128
-2,1,12,1,-1,0,-4,-128
-3,-8,52,-8,-1,-2,-2,-128
-12,-23,-78,-11,-8,-8,-9,-128
2,-3,2,-9,-2,-5,19,-128
10,1,-29,10,1,-1,-27,-128
0,-2,3,-5,1,-2,-17,-128
-9,6,-93,-19,-6,-2,28,-128
-8,-20,23,3,-8,-4,-3,-128
-6,-3,-5,-1,-5,-9,-2,-128
-10,7,-4,23,15,0,3,-128
4,16,-1,-2,8,7,12,-128
7,21,29,2,15,4,6,-128
2,-19,-5,-3,-5,-10,-7,-128
-7,-2,7,-6,-12,-1,2,-128
3,8,-30,8,-7,-4,-3,-128
16,45,-11,-4,3,3,2,-128
-16,-74,-2,-7,-5,-1,-4,-128
-10,-26,6,4,3,-1,0,-128
0,-2,-38,10,3,-4,-3,-128
3,12,2,2,1,-1,-1,-128
-6,2,-128,-4,10,1,-1,-128
14,7,22,-6,-6,-1,3,-128
4,-18,54,-1,-8,-1,-1,-128
-27,-7,18,-3,-5,-1,-4,-128
-4,7,17,22,1,-3,-23,-128
-4,-13,-89,-6,-15,-8,-6,-128
-1,-14,-52,-7,8,3,-4,-128
5,4,27,-3,6,1,-8,-128
2,-5,4,2,-1,0,-1,-128
-6,-9,32,6,-2,6,-8,-128
-1,3,-2,3,3,2,21,-128
4,2,39,-8,2,-1,-6,-128
1,-3,-35,0,1,0,-7,-128
-3,-5,-23,-4,-6,-4,-2,-128
-1,-5,-4,-4,-1,0,0,-128
-3,1,-5,1,7,-1,-6,-128
-1,2,-2,0,3,2,1,-128
-4,-4,32,-7,-13,-5,1,-128
0,-10,-23,-12,-8,-2,-2,-128
2,5,13,9,2,-7,-5,-128
-3,-3,-21,15,-2,-3,-11,-128
8,-9,-65,-14,-5,-1,1,-128
-2,-1,37,5,0,-1,3,-128
0,3,14,0,0,0,0,-128
3,21,41,8,2,1,4,-128
-7,-12,24,1,1,3,0,-128
-11,-2,-128,-17,4,-4,-6,-128
-3,-2,7,-1,3,0,-10,-128
-3,-2,4,-4,-1,-4,-9,-128
0,0,0,-5,-6,-2,-6,-128
-5,2,5,-3,-4,4,19,-128
1,-3,2,1,-5,-8,-6,-128
1,3,-4,6,-6,-5,-5,-128
-6,-3,1,-17,2,2,-5,-128
-2,-7,-23,-1,6,-2,-10,-128
-2,-1,3,-5,-7,0,10,-128
5,6,23,-2,-4,0,15,-128
1,-2,2,1,-1,-4,-24,-128
-9,-8,19,3,-3,-5,1,-128
-4,-2,-31,-4,-2,-4,-1,-128
-1,-2,-38,-8,-2,-3,-1,-128
0,2,2,3,0,-2,-1,-128
0,1,5,3,-1,1,-1,-128
4,6,37,3,2,-1,2,-128
-5,-8,-57,-16,-6,-3,-2,-128
-2,-11,-20,-4,-2,-2,2,-128
-2,2,12,1,-3,-3,-5,-128
9,10,-2,5,-1,5,1,-128
-9,-15,-10,1,2,1,2,-128
-4,-1,-16,-6,-2,-4,-4,-128
-8,-8,8,-2,-1,-4,-5,-128
0,-7,2,1,2,2,-2,-128
8,4,-25,-9,-2,-4,-2,-128
-1,-5,14,20,0,-1,1,-128
-11,-1,-43,-27,3,-5,-4,-128
8,14,-24,-6,-10,-3,-4,-128
-18,-9,-3,-2,3,5,1,-128
-6,-4,-3,6,7,5,3,-128
24,-1,8,2,-4,-4,-8,-128
-5,-29,-2,3,-2,-5,2,-128
-15,-3,2,0,-5,2,20,-128
9,10,2,-1,0,-1,-17,-128
-1,3,2,-3,-3,-3,-4,-128
-5,-1,2,1,1,-5,-1,-128
-13,4,-2,-2,-3,-11,-13,-128
3,4,10,-7,-9,-7,-13,-128
-20,-1,-45,-3,-10,6,8,-128
21,5,-5,3,14,9,23,-128
-10,-7,0,1,14,10,15,-128
17,0,-4,-2,8,8,-5,-128
-8,3,-1,-3,0,-7,-9,-128
-7,2,0,-3,-10,-10,-17,-128
-6,-4,0,-3,-10,0,-10,-128
-9,2,-15,-5,-6,-3,-9,-128
-2,8,-5,-5,0,-11,-2,-128
9,-10,49,-2,-3,-4,2,-128
-7,-4,-34,-5,-10,-3,-8,-128
-24,-4,-1,-7,-2,0,-1,-128
36,-7,15,13,10,4,16,-128
35,12,14,-3,-1,-1,-17,-128
-16,-11,26,1,-2,-2,-7,-128
-2,0,-51,1,-4,3,4,-128
7,4,-38,-15,0,0,2,-128
-14,-4,8,0,-2,-1,1,-128
-12,-1,-1,5,2,-10,-32,-128
-40,-6,-13,-10,-1,3,-26,-128
81,-8,6,-7,-4,15,53,-128
33,12,63,13,-1,1,40,-128
-9,-5,-62,-7,4,3,-8,-128
-11,-5,-18,-4,-4,-4,-6,-128
-14,-6,3,0,-5,-15,-17,-128
-6,-1,-7,0,-3,-7,-10,-128
-5,-2,4,-5,-2,-1,-5,-128
-8,0,12,3,-4,-6,-14,-128
0,6,4,3,2,1,1,-128
0,3,-24,-16,1,6,22,-128
4,-12,-9,-16,2,-2,-8,-128
6,5,-5,5,-4,1,-8,-128
-13,-14,17,15,-5,-4,-3,-128
-6,-10,15,15,-3,-5,-6,-128
-4,3,6,-1,-2,-1,-16,-128
-5,2,-11,-6,-1,-13,11,-128
-20,4,-5,-8,0,0,15,-128
-5,1,-19,-22,-2,-16,-41,-128
34,26,-82,-17,-14,-5,-2,-128
9,-41,-21,20,3,11,55,-128
-28,3,2,-5,-5,-2,-12,-128
-16,5,20,8,2,0,-21,-128
-8,25,66,14,4,-12,0,-128
1,-32,-32,-2,-7,-12,12,-128
-15,-21,-20,-9,4,2,-5,-128
5,13,-9,-8,-3,-3,-6,-128
-26,-7,20,5,-2,-4,-6,-128
-7,0,1,-1,-3,-1,-7,-128
-6,0,-6,-4,-2,-2,-3,-128
1,1,0,-4,-1,-6,-8,-128
-1,-2,1,-1,0,-2,5,-128
4,2,-16,-1,-2,-4,20,-128
5,0,3,1,2,-1,-5,-128
1,-4,-8,-1,1,-4,-14,-128
3,-12,-17,-15,-5,-2,3,-128
-4,0,0,8,-3,-2,3,-128
-3,2,20,20,1,0,-1,-128
-2,10,59,10,3,-5,-10,-128
-3,10,-8,1,-4,-1,10,-128
-14,8,-23,-8,-4,0,4,-128
4,-25,3,-5,1,0,0,-128
17,-7,-23,-11,-4,-5,-20,-128
-4,-6,-16,-18,-5,-2,-1,-128
-7,-11,18,23,1,14,14,-128
-6,1,8,9,2,-13,-35,-128
-17,3,-4,-5,-4,-5,45,-128
11,13,-4,-3,-4,5,23,-128
5,-10,3,-27,-11,1,-6,-128
-9,-16,-6,-1,-4,-11,-15,-128
-3,-1,-11,28,20,1,-11,-128
0,-2,1,-2,10,6,-5,-128
3,1,12,7,-3,0,-5,-128
-5,2,15,20,-8,-8,-12,-128
-2,11,-26,-32,-4,-7,-5,-128
-1,-9,-7,-11,-7,-7,-12,-128
-15,-14,-4,-1,0,3,17,-128
6,-9,0,-5,-2,-1,-32,-128
-4,0,-2,-7,-2,-2,2,-128
-1,5,12,8,-2,-6,0,-128
-5,-1,-20,4,-1,-4,1,-128
-39,24,24,7,-2,-3,-19,-128
37,-48,14,0,-4,8,26,-128
26,9,-112,-20,-4,-4,8,-128
-5,4,4,-5,-3,0,-4,-128
1,-8,11,1,-1,-2,-4,-128
-5,3,8,2,3,-2,-6,-128
-5,-2,8,3,-1,-3,0,-128
-10,-14,-19,-18,-2,-6,-13,-128
-7,-2,65,12,-3,-5,-13,-128
-13,0,-15,-2,-1,6,16,-128
4,9,-5,-3,-1,-13,-2,-128
-2,-13,-1,-4,2,0,1,-128
-3,-18,-3,-2,-2,-3,-8,-128
-4,-1,-16,-10,1,0,3,-128
-2,-1,5,-3,-2,0,-15,-128
