Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
-8,-4,-3,78,19,5,2,-128
-5,2,12,-11,-5,-4,-21,-128
2,-1,14,9,8,5,3,-128
16,4,11,-4,-6,-4,1,-128
7,-19,-11,-1,-4,-4,-5,-128
6,18,1,13,-2,2,-1,-128
-24,-5,2,-19,-7,0,-8,-128
9,14,8,-1,-13,-4,0,-128
22,-16,-3,-23,8,4,16,-128
20,10,-15,0,-7,2,16,-128
-11,2,-7,100,39,0,-13,-128
-3,-8,1,-29,-10,-13,-26,-128
-2,11,29,-13,-5,1,0,-128
1,19,9,-20,-11,-2,3,-128
21,14,-73,-24,-7,2,15,-128
27,-1,0,8,1,3,1,-128
7,-16,8,-1,-3,-13,-18,-128
-128,-53,-2,-58,-12,-3,-15,-128
-7,1,-7,1,2,2,4,-128
33,14,14,47,22,5,10,-128
10,2,9,-11,-6,-1,2,-128
32,22,10,-109,-18,-7,0,-128
15,-8,2,-7,-5,-6,-7,-128
-7,6,10,-5,-2,-1,-16,-128
11,29,-2,-37,-12,-1,3,-128
2,-7,-7,7,-15,-1,5,-128
13,-3,-10,20,22,3,0,-128
-50,-16,-7,-24,-3,-6,-19,-128
-10,-14,-11,-33,-18,-8,-2,-128
6,-4,-2,14,11,3,11,-128
23,4,2,4,3,4,7,-128
-31,1,4,-79,-16,-6,-7,-128
-22,-15,19,45,-8,-5,-13,-128
14,5,30,-23,12,0,-2,-128
-1,2,-103,-8,1,2,6,-128
43,-4,17,38,1,-2,-1,-128
26,2,7,48,12,-2,-12,-128
-7,-4,-2,3,-4,-3,-15,-128
31,33,22,-66,-13,-1,-3,-128
5,-44,-9,68,5,-3,-4,-128
-46,-55,-39,-10,-5,-12,-21,-128
-13,5,4,-13,-10,-2,1,-128
0,10,1,-6,-1,-2,12,-128
13,10,10,-58,-8,2,2,-128
-16,21,1,77,8,1,0,-128
10,-20,-3,57,-3,-3,-9,-128
