Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
0,-9,-8,-7,-3,4,0,-128
-2,-5,14,12,14,5,-3,-128
-8,-2,0,-2,-16,-13,1,-128
0,4,4,15,-4,-7,-1,-128
1,2,-8,-31,3,2,-7,-128
-3,2,20,12,-8,1,1,-128
-1,-3,-16,8,4,-6,-4,-128
-1,4,-9,-8,-5,-3,-2,-128
-3,1,9,-2,0,-4,-10,-128
-3,-4,25,1,3,0,1,-128
1,-1,-38,-2,-2,2,0,-128
-3,4,17,3,-2,-3,-4,-128
0,-4,-4,14,-3,-4,3,-128
-8,-3,-27,3,-7,-11,-2,-128
-1,2,16,1,-5,-2,3,-128
3,-1,-9,-25,-9,6,-8,-128
4,-1,2,7,-4,-3,1,-128
-2,-4,-12,21,3,-1,-3,-128
-6,-1,3,-20,-6,-4,-4,-128
1,0,17,-5,1,2,3,-128
-1,-4,-6,-16,0,2,-3,-128
1,-7,-6,-7,-11,-3,-5,-128
0,1,-21,15,-5,3,4,-128
2,0,14,-43,-7,-3,3,-128
3,0,-1,5,1,-4,1,-128
-1,-1,-5,-7,-4,0,-3,-128
5,1,-14,15,-2,4,-5,-128
-2,-6,4,-4,7,-1,-2,-128
1,-7,16,-8,-5,3,-3,-128
-7,-5,11,-24,-7,-2,-1,-128
0,-4,-2,19,-4,-10,-2,-128
-3,2,1,-7,-2,0,-1,-128
8,1,18,-2,3,0,6,-128
-3,-7,0,15,-4,0,-4,-128
-8,-6,-12,-21,-5,-6,-8,-128
3,-1,-7,-17,-9,-5,0,-128
-4,-2,-2,-25,-10,-4,-3,-128
-17,-10,-23,32,-5,-6,0,-128
-1,1,2,-1,-1,1,1,-128
2,8,29,33,0,-6,-3,-128
6,5,35,-27,3,9,-2,-128
-1,3,-24,-67,-6,-1,-3,-128
-14,-10,0,32,-7,2,-4,-128
5,5,-5,5,28,-14,1,-128
-3,3,20,13,-2,4,1,-128
-5,-8,10,-30,-8,-1,-3,-128
1,-4,12,39,-7,1,1,-128
9,2,-23,3,-1,-7,-8,-128
-5,5,33,-40,-19,-15,-7,-128
9,2,4,-29,-7,-1,1,-128
-14,-6,62,1,-24,0,-2,-128
12,-1,-77,103,49,0,2,-128
23,6,15,11,36,2,-1,-128
-1,-11,14,-128,-23,3,-6,-128
-6,-19,-28,11,-14,-5,-1,-128
3,0,18,30,0,2,8,-128
9,-4,-2,-47,-26,-11,-13,-128
-6,4,-10,74,-35,-12,3,-128
4,22,-4,-45,85,2,3,-128
18,-19,43,-15,-8,8,-12,-128
-14,-5,-15,24,-24,-3,-12,-128
12,4,19,-128,-33,-6,8,-128
3,-11,23,83,21,-8,9,-128
8,-12,10,-81,-25,-3,-13,-128
-4,10,13,-17,-26,-4,-2,-128
11,8,-34,9,17,-5,4,-128
0,5,34,26,17,9,-1,-128
1,21,25,-89,-58,-16,-7,-128
-14,-23,-5,127,27,-14,-14,-128
11,1,29,-128,-25,8,7,-128
-9,-11,-29,27,-4,1,1,-128
-4,0,-5,-18,-10,-1,-1,-128
0,14,-37,15,-29,-19,-1,-128
0,12,-13,-22,1,1,4,-128
14,5,44,27,71,12,-7,-128
-8,-21,18,-7,-46,-5,-17,-128
5,-1,3,-56,11,-2,0,-128
-2,17,44,44,-21,-11,6,-128
0,-2,-56,-21,-11,-13,6,-128
-23,-6,22,36,-28,-17,-15,-128
6,35,-7,-9,9,21,0,-128
-13,-32,-4,43,24,1,7,-128
6,-3,-21,-25,3,6,15,-128
3,5,-27,-128,-20,-8,-10,-128
-4,7,78,62,-11,-14,-15,-128
-7,20,-53,-30,2,-5,-2,-128
-16,-44,-95,-21,-23,3,2,-128
4,38,44,7,15,-15,7,-128
12,-7,15,-66,-41,-14,-8,-128
-12,-8,-12,-27,4,3,-16,-128
-16,2,34,90,57,23,9,-128
-6,-26,-7,-20,-12,10,1,-128
-18,3,15,0,-17,-5,-8,-128
-3,4,2,10,1,-1,2,-128
8,4,-20,8,-7,-17,-9,-128
14,-3,95,-109,-24,-4,-7,-128
-13,-4,-112,-11,1,10,2,-128
-21,8,44,127,6,-19,-8,-128
21,6,-36,-128,-11,4,-5,-128
-11,-5,24,24,-36,-15,8,-128
14,-7,14,-53,46,13,6,-128
12,15,8,-46,-39,-9,1,-128
1,-19,-37,9,-14,-15,1,-128
-17,2,25,41,-9,-2,-7,-128
6,9,-28,-36,-23,-8,0,-128
1,-5,0,94,7,-7,8,-128
7,-4,-47,6,11,1,-3,-128
-11,4,-46,-85,-21,-1,-10,-128
-11,38,-12,-2,-13,-9,-18,-128
-2,-14,3,40,0,2,6,-128
3,10,24,-107,17,3,-3,-128
4,-41,-47,-63,12,8,-14,-128
-16,-1,-65,5,-37,-22,-4,-128
-14,17,9,-24,-6,-4,-2,-128
-1,-28,9,85,-13,-10,3,-128
5,-19,3,-94,3,13,1,-128
29,14,0,-36,-14,-6,-4,-128
-23,-9,4,39,-14,-12,3,-128
-9,4,-53,16,31,5,-14,-128
3,3,38,-35,-15,-9,-3,-128
