Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
9,-4,-17,40,-17,-14,-9,-128
-6,2,53,-43,7,6,-3,-128
-6,-6,-60,28,-11,-2,-4,-128
-3,11,41,-3,-1,-6,4,-128
2,0,-36,41,-23,3,6,-128
-12,-2,23,16,19,-7,-3,-128
-1,6,64,-42,0,8,-5,-128
4,-2,-68,26,-21,-5,-8,-128
0,2,57,-33,-13,-6,3,-128
-14,-9,-1,-6,21,-5,-6,-128
2,-6,1,-3,-13,-5,0,-128
13,7,10,-24,-13,5,2,-128
0,-5,-14,35,10,-2,3,-128
1,7,6,6,1,-4,-10,-128
0,-10,16,-18,-10,-2,-9,-128
-5,4,-21,23,21,10,0,-128
-5,-4,-5,-44,-27,-16,-1,-128
-3,3,56,30,14,7,-1,-128
-9,-4,-74,11,-9,-10,-12,-128
3,4,-6,-63,-5,3,3,-128
4,-5,7,13,20,14,7,-128
-1,6,31,-16,-27,-6,-9,-128
-1,-6,-13,42,11,5,17,-128
-7,12,11,-34,-6,1,-5,-128
-9,-14,-60,-63,-9,-9,-12,-128
0,-6,-51,45,54,15,8,-128
2,-5,31,18,-24,-5,-2,-128
1,1,8,-10,1,-3,-3,-128
7,-2,-33,10,-40,-10,-11,-128
-8,-4,33,-55,15,2,11,-128
-4,-17,0,19,33,4,-4,-128
-2,2,-45,-1,-9,4,-4,-128
-2,-2,-7,-27,-32,-9,-12,-128
5,6,16,-8,-2,-2,3,-128
-4,-10,-5,0,-18,-2,-7,-128
-4,4,6,3,-14,-11,14,-128
9,-10,12,-33,10,3,-2,-128
9,-4,-14,0,10,6,-4,-128
-17,-1,61,27,11,-7,-25,-128
-13,-1,-85,-42,-2,3,7,-128
-6,-4,3,13,4,-3,20,-128
7,3,-24,-33,-13,-3,-5,-128
-7,-17,-90,4,5,1,-2,-128
-2,-3,4,-6,-8,-3,-5,-128
0,-6,0,-16,9,-3,12,-128
-3,-7,-4,-45,-33,-7,-4,-128
-4,-6,25,-14,-7,-12,-9,-128
-4,0,1,39,3,-9,7,-128
2,-12,-64,37,14,7,-10,-128
-4,0,25,8,-35,-15,-4,-128
-2,0,-1,21,50,8,-2,-128
-8,0,23,-55,-10,-3,0,-128
-2,-12,-20,-12,-12,0,6,-128
-3,3,0,-4,-7,-5,-7,-128
6,5,-25,18,-18,-1,4,-128
-4,-2,43,6,21,-3,-1,-128
-13,-26,-59,20,29,3,-4,-128
-10,3,7,-6,-6,-1,-8,-128
-2,-2,-18,1,-14,-8,10,-128
0,-2,15,4,1,-4,-10,-128
2,-7,-9,-5,-3,2,-4,-128
-5,0,-6,2,-5,1,6,-128
-1,-4,2,-60,-43,-6,-6,-128
0,7,11,79,66,6,-5,-128
1,-15,125,-24,4,-4,-11,-128
-7,-8,-128,-18,-27,-12,5,-128
-11,-9,16,-27,-1,-1,-10,-128
-3,1,-39,55,1,2,1,-128
0,-4,22,-70,-5,-4,-1,-128
-4,-8,-17,2,-4,-1,4,-128
-4,3,2,4,-11,-9,-2,-128
-6,-1,-1,-49,-45,-14,-7,-128
-1,7,-1,117,44,18,9,-128
6,-5,-6,-66,12,5,1,-128
3,0,0,-35,-1,-2,-1,-128
10,0,-10,19,-11,1,-10,-128
-10,-2,15,-11,-16,-16,21,-128
-7,-19,-52,-31,-5,-1,-16,-128
-7,-19,-11,-9,-9,-11,-15,-128
-6,-5,44,10,7,-2,-5,-128
-8,2,3,2,-2,-1,-2,-128
