Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
2,1,15,-17,-46,0,8,-128
-7,0,-47,21,28,3,-2,-128
12,16,41,41,44,22,16,-128
-4,-13,-22,-24,-27,-11,-12,-128
1,0,9,11,-11,-4,0,-128
4,4,17,6,0,3,2,-128
-10,-14,-72,-48,-9,-7,-15,-128
1,11,37,24,1,-4,3,-128
-3,1,-46,-20,-7,-2,-7,-128
-3,-16,11,-24,-10,-1,-1,-128
4,11,-50,6,3,-7,-14,-128
-5,-1,-27,-14,-8,2,-7,-128
-4,-4,98,43,16,-1,-2,-128
-7,-21,-128,15,-8,-1,-19,-128
1,-1,6,-5,-3,5,1,-128
1,6,8,-43,-42,-11,0,-128
-7,-14,-6,36,25,-12,10,-128
8,17,60,4,11,7,-7,-128
-12,-27,-24,-25,-22,-12,-18,-128
-1,5,127,16,-10,-4,3,-128
-3,4,29,37,-6,-6,-16,-128
7,-34,-128,-13,-2,5,12,-128
-1,6,35,5,3,2,0,-128
-7,3,-50,-31,-1,-2,-15,-128
20,9,-14,1,9,5,31,-128
-15,2,-58,-7,-3,-2,-10,-128
9,-7,-5,13,-2,3,2,-128
3,4,-11,-14,-12,-8,24,-128
1,3,21,8,-2,-5,-1,-128
0,-6,-29,-32,-14,-4,3,-128
0,-6,53,-22,-22,4,-6,-128
1,-10,-128,34,-6,3,1,-128
1,0,-11,-13,-13,-5,-2,-128
-16,-6,31,-17,-13,-18,-44,-128
-9,6,51,-5,-5,-11,8,-128
10,-6,-101,-15,6,7,4,-128
5,-4,-92,28,-2,3,-13,-128
-3,-4,-14,-5,-4,-2,-5,-128
-5,-15,-63,-27,-11,0,11,-128
-4,3,-5,-1,-11,-7,-5,-128
2,9,22,0,14,9,0,-128
-15,-23,-62,-3,-16,-12,11,-128
11,-10,1,16,0,7,14,-128
-4,14,71,-15,-4,-8,34,-128
-2,-6,15,-7,-1,2,-8,-128
0,6,-22,0,-2,-1,-4,-128
-8,-13,-13,-8,-7,-3,-1,-128
-6,5,-11,-13,-15,-16,-6,-128
-1,-7,-127,2,4,-1,-2,-128
-1,-5,50,38,3,-1,-7,-128
-1,3,20,-18,-7,1,4,-128
-8,-1,39,-6,-6,-5,1,-128
4,2,-90,-21,8,4,5,-128
-1,12,127,12,0,-4,-12,-128
6,-24,-128,-16,-7,2,-14,-128
-6,7,93,-7,-5,1,-3,-128
-18,-4,7,-25,-10,-22,-51,-128
5,9,5,15,5,1,14,-128
4,-2,71,23,-1,-7,-13,-128
-2,-9,-5,10,-5,-10,-4,-128
5,3,50,-23,-5,4,-3,-128
-11,-15,-128,-27,-16,-15,-8,-128
-4,-1,7,21,7,0,-1,-128
-2,-1,-7,-4,3,-6,-3,-128
1,3,7,-27,2,6,-4,-128
-1,1,22,-7,-5,-2,-1,-128
-8,-5,-52,-3,1,-4,1,-128
-5,3,36,15,-2,-6,5,-128
-5,-10,-51,16,18,0,-8,-128
8,-2,-6,-10,-6,0,7,-128
1,1,4,-9,-4,-5,-17,-128
-2,-4,10,-11,-3,-10,-12,-128
4,9,98,25,-32,-8,8,-128
0,-2,-88,9,49,16,3,-128
-3,-15,-24,-22,-6,-7,-24,-128
-12,3,20,3,-15,-12,-14,-128
-4,-10,127,25,-16,-11,-16,-128
7,3,24,13,-9,1,3,-128
-1,-1,-35,-6,0,-8,-1,-128
-3,-1,-69,-27,-5,2,1,-128
1,8,95,26,12,-2,-2,-128
-2,-14,-128,-23,-9,-10,-6,-128
0,3,100,16,6,1,-2,-128
-15,-14,-68,-37,-15,-8,-37,-128
8,8,9,19,11,7,9,-128
-8,-4,22,14,-15,-9,-6,-128
-2,0,70,-6,12,-8,-6,-128
1,-8,-98,-3,-5,-1,-9,-128
-4,-3,4,9,-11,-4,0,-128
-3,-1,36,-19,-13,-10,-10,-128
0,-2,17,0,-3,-2,6,-128
-4,-1,-9,24,10,0,-19,-128
8,8,72,-35,12,14,27,-128
-7,-3,-73,-6,-14,-6,-14,-128
5,2,6,-1,-9,-6,0,-128
1,-3,-13,-11,-5,-1,-4,-128
-9,0,-7,-13,-1,-2,2,-128
-1,-4,-14,-22,-9,-15,3,-128
-5,-1,41,31,16,2,-4,-128
-2,-5,23,-28,1,5,2,-128
-4,0,38,10,2,5,2,-128
0,-3,-15,-19,-1,1,10,-128
11,2,18,25,-8,2,53,-128
-10,-13,-16,-7,2,-4,-26,-128
-3,-2,3,-2,-6,0,-1,-128
-3,-6,1,0,-4,-5,-12,-128
-6,-12,-18,-21,-15,-17,5,-128
2,-4,-10,65,25,-3,-4,-128
-3,-5,31,-36,-16,-3,-7,-128
0,4,-18,-15,1,3,-9,-128
4,0,-32,4,-5,3,21,-128
-12,-12,-91,20,13,-8,-5,-128
-2,7,45,-14,-12,-3,-2,-128
-2,4,-41,-19,-1,0,1,-128
-3,-4,-31,-30,-9,1,-2,-128
-5,-1,-42,29,-2,-7,-17,-128
5,1,3,-22,-2,9,15,-128
-5,0,0,13,9,-11,-7,-128
-5,3,67,-7,-15,-11,-18,-128
7,-4,-39,9,-2,-4,4,-128
-2,-2,68,-24,-5,6,-4,-128
-2,4,-11,-4,-5,-5,-1,-128
-11,2,-53,15,-5,-17,-53,-128
0,-3,99,-29,-14,-6,-4,-128
-7,-19,-128,11,-12,-12,-17,-128
-10,2,44,54,78,15,5,-128
-2,4,21,-30,-25,-2,0,-128
-1,-2,0,-37,-22,-7,-10,-128
-9,-6,18,13,-7,-12,-7,-128
1,4,17,-3,-4,4,-10,-128
-1,-3,-25,-16,-7,0,-1,-128
-5,2,6,-7,-9,-8,-7,-128
-1,1,3,18,6,2,5,-128
7,8,2,12,6,3,1,-128
-10,-10,14,-23,-8,-6,-7,-128
4,2,-128,-32,4,2,13,-128
-6,-5,43,53,2,-8,-9,-128
-3,0,50,8,-8,1,-4,-128
-1,3,-23,-21,1,-5,-7,-128
-5,-1,50,-25,-8,-10,-5,-128
-5,-22,-128,-29,-11,-3,-12,-128
0,1,-32,10,7,0,6,-128
-1,-4,20,-7,-7,-1,1,-128
-4,-4,0,-16,-8,-3,-3,-128
-7,-1,60,-13,-4,-11,-7,-128
2,2,127,34,14,-3,11,-128
-16,-37,-128,-37,-10,-1,-18,-128
2,0,-7,19,-12,1,-2,-128
6,9,52,-18,10,13,23,-128
-3,-2,-33,-12,-10,-6,-7,-128
-6,-1,-15,-9,-14,-9,-4,-128
-2,3,8,2,-5,-5,-1,-128
-8,0,102,-59,-29,-23,-28,-128
-2,-7,-32,50,30,-7,25,-128
3,-5,-51,36,43,9,-8,-128
-7,-7,-7,-27,-24,0,-5,-128
2,7,35,2,-1,-1,-2,-128
-6,1,-2,2,-5,-1,4,-128
1,1,19,-12,-3,4,-3,-128
-6,-1,4,6,0,-1,2,-128
0,1,64,-6,5,-3,-1,-128
0,0,-96,15,4,-1,-11,-128
0,-2,-12,-6,-11,-5,-10,-128
-10,-8,15,-1,-10,-10,-5,-128
2,7,9,-25,-4,0,-9,-128
-9,-4,16,-4,-8,-6,7,-128
-7,-7,-21,-7,0,-5,-6,-128
-4,-5,71,-4,-7,-3,-15,-128
8,-11,-128,-18,-2,6,5,-128
-5,-1,53,-8,-6,-1,8,-128
-3,-7,12,-11,-4,-9,-7,-128
-12,-7,-3,-4,-5,-7,-20,-128
1,-8,17,-11,-4,-12,-2,-128
4,-2,-83,6,17,5,-9,-128
-3,-1,35,6,-7,-3,-10,-128
-5,-3,-6,-32,-7,-4,4,-128
5,3,-33,14,3,2,4,-128
-8,-6,36,8,-12,-10,-10,-128
-1,1,9,-13,-1,3,-6,-128
-2,0,8,-5,3,0,0,-128
-5,-6,-11,-11,-8,-6,-8,-128
-2,7,8,3,-8,-3,3,-128
1,4,26,24,20,1,-2,-128
-5,-7,37,-5,-1,-4,-5,-128
-6,-5,-22,-6,16,1,0,-128
-2,-10,15,51,29,8,-7,-128
1,6,90,22,-15,0,-5,-128
-5,3,11,-21,-11,-1,3,-128
-1,2,11,-6,-2,1,-17,-128
7,1,31,0,-4,-5,7,-128
-6,-5,19,-12,-9,-8,8,-128
-5,0,-10,0,10,-3,-9,-128
5,3,-2,3,-1,5,-1,-128
6,2,-1,10,1,-2,8,-128
-5,-7,-6,-9,-8,-5,3,-128
-4,7,120,7,2,-3,-4,-128
-4,-11,-71,-10,-6,-5,-1,-128
-1,0,8,6,-5,-4,0,-128
-1,5,31,3,-4,0,-3,-128
-7,1,-3,-1,-4,-2,-7,-128
-1,-3,7,1,-5,-4,-12,-128
5,0,-10,10,1,-2,25,-128
2,-1,-2,-4,-5,-7,-12,-128
-2,-2,16,-24,-13,-7,26,-128
-8,-8,105,-21,-8,-8,8,-128
-6,-12,-79,86,13,-10,-20,-128
-4,0,41,-19,-4,1,2,-128
0,2,45,-15,-17,-2,-2,-128
1,12,1,10,-5,-1,11,-128
-7,-10,-87,10,21,9,4,-128
-3,-4,68,-32,2,4,0,-128
-5,-13,-9,-15,-22,-12,-9,-128
0,1,19,33,-16,-10,-2,-128
2,3,23,30,30,6,-4,-128
5,-1,-78,-38,0,6,-4,-128
-1,2,39,-13,-10,-7,11,-128
-9,-1,-21,16,-10,-11,-7,-128
-8,-12,49,-3,-5,-6,-14,-128
6,10,8,2,1,2,1,-128
-3,-2,61,-16,-14,-15,17,-128
-1,-1,-93,-11,-2,-2,0,-128
3,-5,-28,19,-1,-1,-5,-128
8,6,37,20,10,3,13,-128
2,1,21,-15,6,7,-9,-128
7,6,8,0,8,7,10,-128
2,-7,-37,-12,-9,0,-1,-128
-8,-10,-25,-4,-14,-11,-3,-128
-5,0,12,-6,0,-10,-9,-128
-9,-7,-39,-19,-19,-14,-24,-128
0,1,14,1,4,-7,-10,-128
-9,6,55,-8,-4,-9,-10,-128
-1,-2,-72,2,26,7,-10,-128
0,1,17,18,1,2,-9,-128
-1,0,42,-4,-4,-1,0,-128
0,0,-21,-9,0,0,5,-128
-7,0,22,25,4,-8,-6,-128
5,7,16,2,-12,-4,3,-128
-7,-2,-72,-21,5,-5,-7,-128
-1,-1,57,0,-23,-1,-3,-128
-4,1,-73,47,34,4,2,-128
1,5,34,-31,-2,-1,-1,-128
6,10,12,36,-1,-4,-5,-128
3,2,82,-13,-9,-3,11,-128
4,-9,-64,-27,-1,5,-5,-128
-3,0,35,-5,-5,-1,-2,-128
-3,4,8,2,-28,-10,-3,-128
-8,-4,77,35,31,-2,1,-128
5,-2,-54,-37,14,7,-10,-128
-2,-5,27,3,-12,1,2,-128
-4,4,5,-10,5,6,14,-128
8,3,29,40,3,4,42,-128
-4,-4,5,-12,-12,-12,-11,-128
-7,-1,-4,-7,-4,-1,-3,-128
-6,0,12,-6,-6,-4,-10,-128
-2,-2,-9,-1,5,-1,2,-128
5,2,52,-15,0,5,12,-128
-10,-8,-128,-2,-2,-5,-18,-128
-4,-3,116,20,1,1,18,-128
1,-5,37,-11,-1,4,-1,-128
-1,-5,20,-3,-5,-8,-22,-128
7,1,16,17,3,4,25,-128
6,-3,-17,-40,-6,-4,8,-128
-4,3,114,31,2,7,2,-128
13,-1,-128,31,8,11,36,-128
-12,-21,-58,-14,-18,-7,-14,-128
-3,-1,29,-12,-7,-8,0,-128
-1,3,53,-62,-1,-7,11,-128
0,-10,-82,93,16,4,-34,-128
-2,1,93,8,-1,-2,-20,-128
2,7,-60,-31,-5,-9,2,-128
-8,5,51,-12,1,-8,-6,-128
-3,-5,-24,-12,-14,-4,-9,-128
-3,0,-5,1,-10,-6,-4,-128
4,12,54,-9,22,13,12,-128
-5,-13,-60,6,-4,2,-18,-128
-5,-4,-6,-5,-20,-8,0,-128
-8,-7,9,22,-12,-16,-13,-128
-2,3,-3,-10,2,-1,-3,-128
-6,-5,-2,5,0,-2,-8,-128
5,4,10,2,-7,5,-14,-128
-3,-2,-7,-31,2,-1,4,-128
-5,-6,-14,32,13,-5,-7,-128
1,-4,-47,-1,-4,0,5,-128
0,1,27,25,-6,-8,-5,-128
-13,9,16,-12,-5,3,-17,-128
16,3,46,24,10,11,33,-128
4,-7,-43,-24,-31,-2,2,-128
-8,-5,13,15,-15,-11,-2,-128
1,2,31,-2,28,7,0,-128
2,1,-8,-5,-2,-1,-6,-128
-8,-2,40,-15,-13,-8,-3,-128
4,2,-26,-21,-3,5,-3,-128
1,6,61,36,3,0,1,-128
-4,6,102,35,1,-4,1,-128
-10,2,-6,-52,-11,-4,-5,-128
3,-7,-56,44,15,6,-11,-128
8,17,96,4,-3,-11,0,-128
-3,-27,-128,-46,-12,-2,-3,-128
1,5,29,13,6,-2,-13,-128
-3,-4,14,5,-6,1,-7,-128
-6,10,-10,3,11,7,23,-128
5,-7,18,43,-5,-6,2,-128
-6,-4,33,-22,-8,-11,4,-128
4,7,-70,-15,7,11,-2,-128
-3,-22,-128,-33,-6,6,-11,-128
-8,-10,-39,-16,-7,-6,3,-128
0,6,25,-4,3,-4,-3,-128
-7,-4,-3,0,-8,-2,8,-128
4,5,3,10,14,6,10,-128
-2,-2,10,-21,-6,1,-6,-128
0,-10,3,20,2,-1,2,-128
-10,-8,-14,5,-3,-4,-2,-128
-2,0,2,-10,-11,-3,-6,-128
-7,0,-12,-5,-3,-3,-5,-128
-5,-6,-10,-6,1,-4,-11,-128
8,0,48,32,23,12,20,-128
6,-8,-82,-29,-12,-6,-12,-128
0,2,-25,-6,8,8,0,-128
-5,1,-13,16,-10,-6,-4,-128
-12,-2,58,-24,-8,-11,-8,-128
4,0,52,23,-3,-2,6,-128
-1,-25,-106,-11,-14,0,-15,-128
2,-1,24,-8,5,2,-2,-128
-2,3,49,13,-4,-4,4,-128
-7,1,-102,-21,10,2,5,-128
2,8,81,52,8,-4,12,-128
4,2,-7,-18,13,0,-4,-128
-1,-3,25,30,-4,4,-7,-128
-7,-5,-102,-20,-8,-1,-15,-128
2,-6,-9,1,-7,-9,1,-128
6,2,11,-5,-5,-3,-5,-128
-2,3,23,6,-5,-19,-11,-128
-5,0,-63,-6,8,2,3,-128
2,-2,30,6,12,15,9,-128
-5,-10,-8,-14,-14,-12,9,-128
1,-4,8,-6,-5,-13,-8,-128
-9,-1,-102,14,-6,-9,-24,-128
-1,-13,-89,1,-10,1,-13,-128
-1,-1,7,-1,1,1,0,-128
2,-3,16,-13,1,2,0,-128
-6,-4,3,-4,-10,1,-7,-128
-2,0,-14,10,10,-5,27,-128
0,2,9,-8,-3,3,-10,-128
-5,-1,23,-41,-13,6,5,-128
1,4,48,42,22,8,18,-128
-8,-30,-12,6,-16,-9,-37,-128
1,7,16,6,3,-2,10,-128
-2,-2,3,-15,-9,-8,-3,-128
-4,-1,11,-7,-6,-6,-1,-128
-2,-3,1,2,1,0,1,-128
0,2,1,-26,-3,-3,-1,-128
-10,-12,94,48,-29,-25,-29,-128
5,-13,18,17,26,-2,-1,-128
6,-7,-22,-6,4,12,8,-128
-6,3,27,-5,-8,-7,2,-128
-3,1,-15,-10,-5,-10,-3,-128
-2,-1,11,10,-2,-4,-3,-128
-6,-1,-8,-8,-5,-1,-5,-128
-2,8,-3,4,6,5,-11,-128
-5,-8,48,-2,-18,-23,14,-128
-6,-9,-81,8,6,-2,-27,-128
4,4,18,-23,-1,0,6,-128
-1,-3,2,-1,-8,-2,-6,-128
-8,2,38,8,7,5,-4,-128
8,-7,10,-11,6,-3,-10,-128
-5,-4,11,-3,-17,-6,2,-128
-11,3,-21,-2,-5,-8,-11,-128
3,-6,-14,20,17,1,3,-128
-1,8,27,10,-8,-4,-2,-128
-7,-1,36,7,0,4,-3,-128
6,4,24,-15,-11,-2,4,-128
-2,-14,-128,-11,-5,-9,-7,-128
-1,9,12,60,83,14,9,-128
10,6,-8,-24,-20,5,3,-128
-6,-10,24,-14,-16,-6,-2,-128
-1,3,-13,5,-3,-6,-1,-128
-5,0,15,48,4,1,-7,-128
-2,-2,20,-23,-1,-2,0,-128
-5,-5,17,-8,-2,-2,3,-128
-4,-5,-10,-15,-10,-7,-19,-128
1,1,-7,-12,-3,3,-1,-128
-6,-9,40,37,3,-2,-12,-128
3,-5,9,-23,-2,4,-8,-128
-5,1,35,-3,2,1,6,-128
-2,-2,-25,-7,-2,-1,19,-128
-3,9,39,-8,7,1,0,-128
-7,-9,-63,-12,-9,-1,-9,-128
0,-3,6,6,-4,3,8,-128
-1,3,-16,-4,4,1,-37,-128
-3,2,107,36,17,3,-1,-128
11,4,-35,0,-3,-1,15,-128
-3,-16,-62,-27,-11,-9,15,-128
2,6,48,0,0,2,-2,-128
-5,-2,-12,8,4,-1,-7,-128
-7,-5,5,10,-1,-5,-7,-128
-6,4,-32,-37,-11,-8,18,-128
-10,1,105,52,1,-11,-9,-128
5,-8,-49,-5,-7,2,-5,-128
-1,-6,61,-3,0,0,4,-128
-4,-6,-63,-46,-12,-5,-6,-128
0,-1,1,-19,1,3,1,-128
-4,0,8,34,18,-2,2,-128
-8,7,75,-3,5,-6,0,-128
5,-2,20,28,-8,1,-2,-128
-5,0,0,-5,-11,-3,0,-128
-10,-7,30,-18,-14,-10,-27,-128
-1,2,28,-5,5,1,2,-128
-7,1,6,14,-2,-2,-5,-128
-8,2,15,1,7,0,4,-128
0,-3,5,-7,-1,4,0,-128
1,-2,-9,-4,-4,-9,-3,-128
-9,-7,-16,-14,-1,-2,-8,-128
-5,1,-23,-1,2,-2,0,-128
2,10,14,4,5,6,21,-128
-5,-9,-13,21,-9,-5,10,-128
3,-2,-19,-14,-7,-4,-6,-128
-7,-1,8,-3,-5,-13,-8,-128
1,-5,3,-1,8,2,-1,-128
2,-8,-6,-6,2,3,-8,-128
1,-2,46,-2,-8,-7,27,-128
-6,-8,-2,-21,-14,-9,-1,-128
-5,3,-79,18,-4,-4,-14,-128
-7,-5,-19,-29,-10,-6,-6,-128
-4,-3,42,28,11,5,7,-128
-4,6,-22,-3,-5,0,-5,-128
-3,-15,-9,-17,-16,-8,-5,-128
-9,-1,-17,-5,-5,-6,-2,-128
-4,5,127,19,10,3,-11,-128
13,1,-128,-37,-5,4,3,-128
2,-2,70,-5,-10,-1,-5,-128
-9,-9,-90,-27,-26,-8,-3,-128
-8,-7,-30,48,12,-13,-9,-128
5,6,21,-24,-8,5,1,-128
-1,0,11,-9,-13,-8,1,-128
-1,7,28,5,-11,-10,-3,-128
-3,3,-28,-8,0,-1,2,-128
7,3,6,7,8,11,15,-128
-8,-4,7,-24,-13,-17,-24,-128
7,5,3,25,3,8,12,-128
-6,-8,32,-13,-7,-6,28,-128
1,6,-1,10,1,-4,-9,-128
-5,-3,37,0,-1,-1,-1,-128
-8,-2,12,-5,-4,1,8,-128
3,-1,-4,-3,4,-5,5,-128
-4,1,0,-2,-4,-14,-5,-128
-3,0,-109,-13,-4,3,2,-128
-12,-17,89,24,1,3,-8,-128
16,10,-68,-5,10,24,35,-128
-4,-2,39,-7,-7,-6,5,-128
-4,1,4,4,-2,-8,-1,-128
-6,3,7,5,-2,1,1,-128
0,-1,-4,0,-4,-1,-8,-128
3,3,4,-1,3,0,-1,-128
-3,4,30,1,-3,-5,0,-128
3,-11,-128,8,3,-2,-6,-128
-4,-8,-42,-8,0,2,-1,-128
-1,5,-7,13,-10,-2,-2,-128
0,-6,-7,-7,-8,-4,-1,-128
5,-2,-45,-29,-3,-2,-6,-128
-7,-2,14,5,-9,-8,2,-128
1,0,7,24,9,-4,13,-128
-2,1,10,-3,12,-8,-5,-128
