Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
-4,4,-83,-15,0,-3,-7,-128
7,2,8,-10,-9,0,1,-128
-10,-8,3,-40,-11,-3,-7,-128
-1,10,29,20,1,0,-3,-128
-3,-1,-3,39,8,-6,-7,-128
-3,-8,10,-29,-6,0,4,-128
-4,-16,-39,-22,-11,-2,3,-128
3,7,9,-3,-4,0,-8,-128
3,8,-8,-6,-4,-4,-7,-128
1,1,8,-11,1,-1,-4,-128
-17,-15,5,-21,-10,-4,7,-128
2,2,27,-23,1,4,12,-128
-4,-1,13,-40,0,-4,-3,-128
-2,6,16,8,-7,-6,-10,-128
-9,-11,22,-11,8,-1,-5,-128
4,-10,-97,-11,-1,3,7,-128
4,6,5,4,-2,0,-2,-128
4,5,22,-11,-24,-14,-6,-128
-4,-7,-24,-89,20,-1,-5,-128
-9,-18,-42,86,18,1,-1,-128
-7,-19,-8,-73,-1,-3,-5,-128
0,0,48,11,-1,1,1,-128
19,17,24,10,0,-2,-7,-128
-8,4,-17,23,-10,-2,-1,-128
-3,-9,-18,-39,-7,-2,1,-128
10,-4,6,69,-6,0,6,-128
3,-4,-1,4,-2,-4,-6,-128
3,1,24,-77,-13,0,1,-128
-11,-9,55,50,-3,2,6,-128
6,4,-16,41,48,7,9,-128
-16,-12,-108,61,-1,-13,-20,-128
2,3,54,-36,-6,-2,0,-128
1,8,58,1,5,3,4,-128
2,-2,8,-17,-11,-3,2,-128
-12,-6,36,-4,-1,-3,-3,-128
-5,-12,22,32,-2,-1,0,-128
19,-16,-14,-76,-3,-6,-2,-128
-8,-1,11,26,2,2,2,-128
-4,-22,-9,60,13,0,-6,-128
-6,11,6,4,24,6,-1,-128
-8,8,13,-24,-15,-4,-2,-128
1,-3,-19,57,-2,-5,0,-128
-4,-6,20,-19,-1,-4,-1,-128
-10,0,58,-13,-5,-1,-5,-128
12,-5,-22,1,4,-2,0,-128
11,19,79,-24,-11,-9,3,-128
-26,-4,-82,-42,-12,-4,-7,-128
4,-6,34,120,13,3,-6,-128
1,-4,8,31,-11,-5,-2,-128
-1,-7,12,27,6,-1,1,-128
-2,1,63,-7,3,0,1,-128
-11,1,-95,-39,-5,-2,0,-128
3,4,39,-7,-14,-9,-12,-128
2,0,-13,-3,21,7,5,-128
-6,-19,9,-23,-9,-2,-1,-128
-1,12,-18,16,0,2,0,-128
-10,-4,-4,-7,-1,-2,-5,-128
10,8,78,21,6,2,-5,-128
-5,2,-18,-12,-16,-16,-18,-128
8,11,68,-4,-2,4,5,-128
-2,-11,-128,-22,-13,0,8,-128
-8,6,54,50,6,-6,-1,-128
0,1,81,-47,-1,-1,-11,-128
-9,-10,43,18,-6,-3,-4,-128
8,6,6,-1,-5,-1,4,-128
-14,-9,-72,-29,-16,-6,-4,-128
3,6,-28,25,15,2,-5,-128
1,-14,-38,-11,11,2,-7,-128
-7,-9,-11,-15,-12,-14,-6,-128
2,1,-28,-14,-2,-3,0,-128
-2,-6,13,2,-5,-2,-2,-128
6,0,18,-6,-8,1,-4,-128
-7,-3,-84,-11,5,-2,-6,-128
-14,-5,-69,1,3,3,-3,-128
-2,-13,19,15,-1,-1,1,-128
4,10,69,22,-13,-5,4,-128
-10,3,-70,5,4,-13,-10,-128
-5,-6,-4,-35,-1,-5,-9,-128
-1,0,16,2,-8,6,6,-128
8,4,-2,-11,-22,-5,-1,-128
-1,2,58,-8,23,7,3,-128
-10,-17,12,31,0,-6,-3,-128
1,-12,-128,-23,-3,-7,-7,-128
-9,-16,-16,-43,-12,-4,-3,-128
3,5,-37,5,16,4,2,-128
-7,-5,36,26,-7,-4,-2,-128
6,11,12,-6,-1,3,5,-128
7,5,2,-20,-2,-5,-5,-128
17,-1,27,58,9,2,-2,-128
-3,-10,-80,-11,6,3,-5,-128
-14,-1,25,0,6,-1,0,-128
-4,13,13,16,-3,-2,-1,-128
-4,4,-44,69,-5,-4,-10,-128
4,-9,31,-9,11,-1,3,-128
1,7,15,-27,-10,-1,8,-128
-2,-1,2,-62,4,2,4,-128
-3,-7,-101,1,1,-2,-2,-128
-10,-7,32,-1,-11,-10,-13,-128
-3,-6,6,11,-5,1,2,-128
3,-6,7,13,-1,3,1,-128
-3,3,-14,-3,-28,-10,-6,-128
-7,-6,10,-46,20,4,2,-128
-9,-10,-113,19,14,0,-7,-128
0,-3,60,-3,-11,-3,-2,-128
9,18,-16,-21,-12,-1,0,-128
0,-9,-12,-2,-11,-3,5,-128
2,1,5,-24,15,2,-9,-128
-6,-1,30,41,-9,-5,-8,-128
0,-15,28,-56,-2,1,2,-128
-12,9,-12,2,7,-2,1,-128
-4,12,-99,0,-7,-4,-7,-128
0,-9,-20,-32,-17,0,3,-128
1,-9,60,1,9,-3,-3,-128
4,6,21,26,-8,2,0,-128
-12,-5,10,-40,-12,-3,-5,-128
13,-8,21,32,19,5,11,-128
8,-6,-53,-2,0,-5,-3,-128
-11,2,79,12,-10,-6,-3,-128
-5,-8,-8,10,13,5,2,-128
8,2,-71,12,4,3,-2,-128
-11,-7,7,-21,3,2,-4,-128
-2,8,87,-9,-5,5,5,-128
2,-14,-25,3,-6,-4,-3,-128
4,29,65,29,3,-4,-5,-128
-2,0,32,52,13,1,4,-128
-4,-10,-90,-27,-7,-5,-2,-128
-5,-1,16,-40,-9,-4,-4,-128
-3,-1,0,-13,-5,-6,-15,-128
-1,5,-16,-3,-1,3,5,-128
-7,-9,30,101,12,7,3,-128
1,-4,-101,-74,-4,1,1,-128
-1,5,-8,-27,-15,-6,-1,-128
0,-6,2,-12,0,-5,-2,-128
3,5,-8,17,33,3,-6,-128
16,8,117,-12,-14,1,6,-128
-12,-6,-93,19,-4,-1,-6,-128
-3,-6,-19,-11,-12,-4,3,-128
1,4,50,30,-1,-2,0,-128
-6,0,-28,-27,-13,-1,1,-128
-2,-5,-5,-30,-16,0,-4,-128
-1,-3,27,-6,1,3,5,-128
4,7,26,84,27,0,0,-128
4,5,26,-15,-6,-11,-12,-128
-9,-3,-21,-27,-8,4,0,-128
2,-1,13,-18,-12,-1,3,-128
3,-4,10,5,-8,2,4,-128
-3,-4,-107,23,3,-1,-4,-128
-2,3,26,-5,10,-5,-4,-128
