Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
1,1,8,0,-5,2,21,-128
3,5,-1,-21,-9,0,6,-128
-1,-3,4,16,1,-1,3,-128
-14,-22,-26,17,6,0,-3,-128
-9,-7,22,-10,0,-3,-7,-128
1,-9,-43,-18,-12,-7,-4,-128
0,6,-91,-1,-4,-2,-4,-128
0,-5,-3,-7,-10,-1,-6,-128
-2,-6,-5,-3,-8,-1,-6,-128
-1,-3,-13,-2,19,-1,1,-128
4,11,1,-48,-2,0,-1,-128
0,-6,-10,15,3,-1,1,-128
-4,-2,5,16,1,0,-6,-128
-2,-17,0,-9,3,-2,-13,-128
-4,13,13,-4,1,-2,22,-128
-8,-21,-29,-8,-7,-4,-10,-128
5,0,3,1,1,-1,-17,-128
-1,0,-7,8,2,4,5,-128
-2,-3,11,7,-5,-12,-5,-128
0,-5,-6,-9,-5,-1,-1,-128
-5,-3,-13,-27,-5,-6,-3,-128
4,4,2,-11,2,1,-3,-128
-2,-1,1,-8,-7,0,0,-128
0,3,0,8,-1,1,-4,-128
0,0,-1,5,4,3,-21,-128
-2,-2,2,-2,-8,5,-10,-128
5,-1,-15,-5,-5,2,59,-128
-4,-4,15,6,4,-1,-4,-128
0,-1,-9,-14,5,-6,-6,-128
-4,0,5,-7,7,7,14,-128
2,1,22,4,-5,0,-5,-128
2,5,-8,-15,-5,-1,-8,-128
4,5,-5,2,-7,2,0,-128
-1,-22,-79,5,-2,-4,-2,-128
2,6,58,10,14,-1,2,-128
-8,21,50,31,-7,-6,-7,-128
-7,-19,3,-1,-3,1,8,-128
-3,-1,-14,-3,-1,-2,-25,-128
-10,-4,-4,-13,-1,-5,5,-128
-3,3,5,2,0,3,22,-128
-4,-2,31,13,-4,-1,-23,-128
2,4,-4,0,1,-8,8,-128
0,9,-3,-6,-9,3,26,-128
-8,-2,26,3,6,4,4,-128
3,9,1,3,1,-21,45,-128
5,-11,11,-5,2,9,19,-128
1,-15,-7,-3,1,3,-1,-128
-7,-1,-51,-7,-5,-7,-21,-128
-2,11,6,8,6,1,-8,-128
-4,7,8,-10,-3,-10,-7,-128
3,12,9,-3,1,-3,1,-128
2,4,-4,6,3,0,1,-128
4,0,-14,-2,-1,0,-2,-128
1,2,8,5,0,-1,4,-128
0,6,-4,-13,-3,-3,3,-128
-9,-16,-74,-13,-5,-7,-1,-128
-3,6,31,10,-12,-6,-5,-128
-6,20,21,16,9,2,-7,-128
-1,-37,-49,-9,-2,6,-2,-128
-10,15,2,-7,4,4,-25,-128
1,-30,-1,-8,-11,-14,74,-128
3,14,14,8,7,2,16,-128
-8,-4,-20,-8,-9,-5,-13,-128
-1,-2,-2,0,3,-1,-5,-128
-1,7,20,-3,-7,-6,-12,-128
-5,3,-16,5,1,0,-4,-128
6,3,2,-28,-7,-10,-5,-128
-6,-3,52,-2,-2,2,-2,-128
-8,-8,-18,14,-3,-6,-11,-128
-2,7,15,16,-3,-2,-1,-128
3,-2,15,8,1,-3,-3,-128
-1,-4,-9,-9,0,5,-20,-128
-4,-4,6,-10,-4,-4,-8,-128
