Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
-3,-4,2,-32,-16,-5,3,-128
7,0,0,-38,2,-2,-2,-128
-10,1,11,25,37,9,-28,-128
2,-2,1,-21,-23,-8,2,-128
-1,0,19,-62,-33,-9,-4,-128
3,0,-6,36,24,12,15,-128
-10,-9,2,-21,-4,1,12,-128
-2,5,-16,-23,-13,-1,23,-128
5,-10,-41,-4,-8,-5,-21,-128
-2,3,32,-17,-2,1,-6,-128
0,-4,8,3,-6,0,8,-128
-8,-1,-4,38,11,-1,-1,-128
4,0,-1,-26,-30,-9,-6,-128
-7,0,4,43,34,2,7,-128
-1,9,5,-15,-12,-5,-14,-128
6,-4,-1,-3,-9,2,6,-128
-12,-3,-4,-5,-17,-5,16,-128
-1,-3,-4,-38,2,3,10,-128
6,-1,-9,-58,-26,-2,24,-128
5,-5,3,-8,-19,-12,-69,-128
3,9,5,31,14,4,17,-128
-6,-4,-15,-50,-53,-16,-2,-128
9,6,3,89,96,19,-5,-128
2,-9,8,-23,-14,-2,5,-128
-9,-4,-14,-11,-28,-5,26,-128
2,-4,-8,47,31,6,3,-128
-3,-3,-23,-35,-39,-12,-3,-128
-5,0,-1,-83,-25,-8,-7,-128
1,-11,-42,45,12,6,13,-128
4,4,19,14,9,0,-1,-128
1,1,11,-25,-23,-10,-9,-128
1,3,-2,-25,-17,-7,-8,-128
-12,-10,3,-44,-40,-13,-33,-128
9,9,30,107,34,6,8,-128
5,3,-8,-14,-7,0,12,-128
16,5,-5,-72,-31,-23,-70,-128
5,10,6,64,30,7,4,-128
-15,-18,3,19,-13,2,23,-128
-8,3,-8,-44,3,-2,1,-128
-13,-13,-15,-6,-6,-3,-1,-128
0,-4,-25,-37,-14,-2,28,-128
-3,-1,6,82,31,4,-21,-128
-15,-5,-6,-87,-14,-10,-23,-128
3,2,-2,93,4,-2,5,-128
0,-10,11,-24,-18,-6,2,-128
-7,-2,-21,-2,-7,-4,1,-128
-4,-12,-19,-9,25,4,-9,-128
0,15,0,-16,-16,-12,-23,-128
-18,-7,-3,-3,-8,-3,-11,-128
5,8,14,3,-6,3,20,-128
-8,-10,2,-99,-25,-6,1,-128
4,-18,-17,40,-11,-13,-28,-128
-9,0,-6,57,19,-1,16,-128
-5,0,3,-11,-3,-1,-4,-128
0,0,-1,-16,-5,0,0,-128
2,-4,-1,-35,-17,-5,5,-128
0,0,-6,12,18,3,4,-128
-6,-3,-2,-36,-24,-5,4,-128
-8,-5,-2,13,23,2,-9,-128
-2,-3,6,4,-17,-4,-1,-128
9,4,13,12,7,4,-14,-128
-2,-1,0,21,19,-5,-23,-128
-5,4,10,16,4,1,2,-128
-8,-7,8,-29,-10,3,8,-128
0,-6,1,-63,-15,-4,6,-128
1,9,-3,57,-13,-14,-9,-128
12,2,-2,18,10,9,5,-128
